protocol,experiment,query_id,query_text,language,signal_agreement,fold,true_intent,predicted_intent,predicted_probability,second_intent,probability_margin,correct
template_grouped,T1-E4,Q208,terapi profilaksis Hypertension dengan Ramipril,ID,two_signal_including_rule,1,Prophylaxis / Maintenance,Management / Treatment Selection,0.1559764062338399,Treatment Change / Escalation,0.00186916231136669,False
template_grouped,T1-E4,Q260,terapi profilaksis Schizophrenia dengan Risperidone,ID,two_signal_including_rule,1,Prophylaxis / Maintenance,Management / Treatment Selection,0.1559764062338399,Treatment Change / Escalation,0.00186916231136669,False
template_grouped,T1-E4,Q355,terapi profilaksis Chronic Kidney Disease dengan Empagliflozin,ID,two_signal_including_rule,1,Prophylaxis / Maintenance,Management / Treatment Selection,0.1559764062338399,Treatment Change / Escalation,0.00186916231136669,False
template_grouped,T1-E4,Q385,terapi profilaksis Tuberculosis dengan Isoniazid,ID,two_signal_including_rule,1,Prophylaxis / Maintenance,Management / Treatment Selection,0.1559764062338399,Treatment Change / Escalation,0.00186916231136669,False
template_grouped,T1-E4,Q033,dosis Semaglutide pada Obesity pasien hypertension aman tidak,MIXED,prototype_cluster_against_rule,2,Safety / Contraindication,Dosing / Administration,0.47811952041417727,Safety / Contraindication,0.3450650824533629,False
template_grouped,T1-E4,Q187,dosis Venlafaxine pada Major Depressive Disorder pasien hypertension aman tidak,MIXED,prototype_cluster_against_rule,2,Safety / Contraindication,Dosing / Administration,0.47811952041417727,Safety / Contraindication,0.3450650824533629,False
template_grouped,T1-E4,Q300,dosis Apixaban pada Community-acquired Pneumonia pasien CKD aman tidak,MIXED,two_signal_including_rule,2,Safety / Contraindication,Dosing / Administration,0.46431678654860803,Safety / Contraindication,0.3220349376118795,False
template_grouped,T1-E4,Q360,is Semaglutide safe in Obesity with elderly patients,EN,prototype_cluster_against_rule,1,Safety / Contraindication,Dosing / Administration,0.253875980645086,Efficacy / Outcomes,0.12442873345157793,False
template_grouped,T1-E4,Q323,efek samping Inhaled corticosteroids pada Asthma,ID,prototype_cluster_against_rule,2,Safety / Contraindication,Mechanism / Background Knowledge,0.23908677803346598,Safety / Contraindication,0.039654303718146405,False
template_grouped,T1-E4,Q250,efek samping Vitamin K antagonists pada Atrial Fibrillation,ID,prototype_cluster_against_rule,2,Safety / Contraindication,Mechanism / Background Knowledge,0.239629164180197,Safety / Contraindication,0.03744746014590564,False
template_grouped,T1-E4,Q450,kontraindikasi Liraglutide pada Type 2 Diabetes Mellitus dengan CKD,MIXED,two_signal_including_rule,1,Safety / Contraindication,Prophylaxis / Maintenance,0.16191919839875396,Safety / Contraindication,0.0357655441999222,False
template_grouped,T1-E4,Q031,Ibuprofen side effect pada pasien Psoriatic Arthritis apa saja,MIXED,prototype_cluster_against_rule,1,Safety / Contraindication,Dosing / Administration,0.15622813392393503,Interaction / Combination,0.0024228958576023307,False
template_grouped,T1-E4,Q055,Methimazole side effect pada pasien Hyperthyroidism apa saja,MIXED,prototype_cluster_against_rule,1,Safety / Contraindication,Dosing / Administration,0.15622813392393503,Interaction / Combination,0.0024228958576023307,False
template_grouped,T1-E4,Q232,Prednisolone side effect pada pasien Rheumatoid Arthritis apa saja,MIXED,prototype_cluster_against_rule,1,Safety / Contraindication,Dosing / Administration,0.15622813392393503,Interaction / Combination,0.0024228958576023307,False
template_grouped,T1-E4,Q253,Imatinib side effect pada pasien Chronic Myeloid Leukaemia apa saja,MIXED,prototype_cluster_against_rule,1,Safety / Contraindication,Dosing / Administration,0.15622813392393503,Interaction / Combination,0.0024228958576023307,False
template_grouped,T1-E4,Q267,Adalimumab side effect pada pasien Gout apa saja,MIXED,prototype_cluster_against_rule,1,Safety / Contraindication,Dosing / Administration,0.15622813392393503,Interaction / Combination,0.0024228958576023307,False
template_grouped,T1-E4,Q330,Lithium side effect pada pasien Bipolar Disorder apa saja,MIXED,prototype_cluster_against_rule,1,Safety / Contraindication,Dosing / Administration,0.15622813392393503,Interaction / Combination,0.0024228958576023307,False
template_grouped,T1-E4,Q348,Ramipril side effect pada pasien Hypertension apa saja,MIXED,prototype_cluster_against_rule,1,Safety / Contraindication,Dosing / Administration,0.15622813392393503,Interaction / Combination,0.0024228958576023307,False
template_grouped,T1-E4,Q386,Zinc side effect pada pasien Stunting / Malnutrition apa saja,MIXED,prototype_cluster_against_rule,1,Safety / Contraindication,Dosing / Administration,0.15622813392393503,Interaction / Combination,0.0024228958576023307,False
template_grouped,T1-E4,Q467,Artemether-lumefantrine side effect pada pasien Typhoid Fever apa saja,MIXED,prototype_cluster_against_rule,1,Safety / Contraindication,Dosing / Administration,0.15622813392393503,Interaction / Combination,0.0024228958576023307,False
template_grouped,T1-E4,Q496,Insulin degludec side effect pada pasien Type 1 Diabetes Mellitus apa saja,MIXED,prototype_cluster_against_rule,1,Safety / Contraindication,Dosing / Administration,0.15622813392393503,Interaction / Combination,0.0024228958576023307,False
