query_id,content_id,title,rank,score
Q004,C268,Methyldopa Drug Profile: Efficacy in Hypertension in Pregnancy,19,3.3531493409720508
Q004,C125,Efficacy of Antituberculotics in MDR Tuberculosis: A Cohort Study,20,3.1735287367398
Q005,C103,Profil Keamanan Amoxicillin pada HIV/AIDS,1,9.714138913620543
Q005,C114,Profil Keamanan Levofloxacin pada HIV/AIDS,2,9.714138913620543
Q005,C100,Case Report: Atypical Presentation of HIV/AIDS,3,9.13133562640039
Q005,C107,A Case of HIV/AIDS Resistant to Levofloxacin,4,8.614505259095605
Q005,C267,Hypertension in Pregnancy in Pregnancy: Safety and Management Guide,5,7.121326868316885
Q005,C075,Migraine in Pregnancy: Safety and Management Guide,6,6.013293763176111
Q005,C118,COPD in Pregnancy: Safety and Management Guide,7,6.013293763176111
Q005,C269,Preeclampsia in Pregnancy: Safety and Management Guide,8,6.013293763176111
Q005,C275,Treatment Intensification in Hypertension in Pregnancy: When and How,9,5.81673589843708
Q005,C272,National Guideline: Hypertension in Pregnancy Diagnosis and Treatment,10,5.672943462684636
Q005,C172,Major Depressive Disorder in Pregnancy: Safety and Management Guide,11,5.369056749351605
Q005,C262,Preeclampsia in pregnancy: Special Considerations,12,4.92512607487174
Q005,C260,Hypertension in Pregnancy in anaemia: Special Considerations,13,4.784419184664649
Q005,C255,Practical Guide: Initiating Labetalol in Hypertension in Pregnancy,14,4.538719182335493
Q005,C268,Methyldopa Drug Profile: Efficacy in Hypertension in Pregnancy,15,4.538719182335493
Q005,C257,Switching Therapy in Hypertension in Pregnancy: A Step-by-Step Guide,16,3.9349805397315776
Q005,C266,Profil Obat Centrally acting antihypertensives pada Hypertension in Pregnancy,17,3.869814746290087
Q005,C263,Tinjauan Sistematis: Beta blockers non-selective pada Hypertension in Pregnancy,18,3.6730573933412787
Q005,C270,Long-term Outcomes of Beta blockers non-selective Therapy in Hypertension in Pregnancy,19,3.6156329814461436
Q005,C080,Treatment Intensification in Epilepsy: When and How,20,2.78645017701261
Q006,C045,Metoprolol pada Pasien Heart Failure: Studi Kohort,1,19.874990483233912
Q006,C029,Profil Obat ARBs pada Heart Failure,2,10.097368674620292
Q006,C025,Metoprolol versus Empagliflozin in Atrial Fibrillation: Head-to-Head Comparison,3,8.799609766291985
Q006,C041,Laporan Kasus: Heart Failure dengan immunocompromised,4,8.548135340886487
Q006,C031,Clinical Practice Guideline: Heart Failure Management 2021,5,8.03528686089552
Q006,C038,Clinical Summary: Heart Failure Management Update 2024,6,8.03528686089552
Q006,C044,Safety Profile of Furosemide in Heart Failure,7,8.03528686089552
Q006,C034,Spironolactone Real-World Evidence in Heart Failure: A Retrospective Study,8,6.809645420733705
Q006,C089,Perbandingan Topiramate dan Topiramate pada Migraine,9,4.982028724354492
Q006,C088,Perbandingan Valproate dan Valproate pada Parkinson Disease,10,4.683130104168213
Q006,C285,Perbandingan Diazepam dan Diazepam pada Febrile Seizure,11,4.683130104168213
Q006,C291,Perbandingan Diazepam dan Diazepam pada Febrile Seizure,12,4.683130104168213
Q006,C294,Perbandingan Zinc dan Zinc pada Stunting / Malnutrition,13,4.683130104168213
Q006,C305,Hydrocortisone: Farmakologi dan Penggunaan Klinis pada Sepsis,14,4.683130104168213
Q006,C315,Perbandingan Hydrocortisone dan Piperacillin-tazobactam pada Sepsis,15,4.683130104168213
Q006,C091,Valproate: Farmakologi dan Penggunaan Klinis pada Parkinson Disease,16,4.418066596385674
Q006,C123,Metronidazole: Farmakologi dan Penggunaan Klinis pada Pulmonary Embolism,17,4.418066596385674
Q006,C165,Lithium: Farmakologi dan Penggunaan Klinis pada Bipolar Disorder,18,4.418066596385674
Q006,C171,Perbandingan Venlafaxine dan Venlafaxine pada Major Depressive Disorder,19,4.418066596385674
Q006,C273,Magnesium sulphate: Farmakologi dan Penggunaan Klinis pada Preeclampsia,20,4.418066596385674
Q007,C016,Dose Adjustment of Desmopressin in Renal and Hepatic Impairment,1,10.68620986098231
Q007,C040,Dose Adjustment of Atorvastatin in Renal and Hepatic Impairment,2,10.68620986098231
Q007,C084,Dose Adjustment of Valproate in Renal and Hepatic Impairment,3,10.68620986098231
Q007,C116,Dose Adjustment of Salmeterol in Renal and Hepatic Impairment,4,10.68620986098231
Q007,C169,Dose Adjustment of Olanzapine in Renal and Hepatic Impairment,5,10.68620986098231
Q007,C231,Dose Adjustment of Apixaban in Renal and Hepatic Impairment,6,10.68620986098231
Q007,C236,Dose Adjustment of Rivaroxaban in Renal and Hepatic Impairment,7,10.68620986098231
Q007,C314,Dose Adjustment of Vancomycin in Renal and Hepatic Impairment,8,10.68620986098231
Q007,C343,Dose Adjustment of Dupilumab in Renal and Hepatic Impairment,9,10.68620986098231
Q007,C021,Dose Adjustment of Insulin glargine in Renal and Hepatic Impairment,10,10.142878848220512
Q007,C224,Risk Stratification in Rheumatoid Arthritis: Current Approaches,11,9.958745243883747
Q007,C209,Long-term Outcomes of Proteasome inhibitors Therapy in Rheumatoid Arthritis,12,8.439714116032018
Q007,C220,Hasil Jangka Panjang Terapi Proteasome inhibitors pada Rheumatoid Arthritis,13,7.903129914365929
Q007,C222,Challenging Case: Psoriatic Arthritis with Concurrent renal impairment,14,7.143395574031227
Q007,C226,Safety Profile of Ibuprofen in Psoriatic Arthritis,15,5.124956468969474
Q007,C227,Consensus Statement: NSAIDs Use in Psoriatic Arthritis,16,5.124956468969474
Q007,C218,Profil Keamanan Colchicine pada Psoriatic Arthritis,17,4.274067670443244
Q007,C260,Hypertension in Pregnancy in anaemia: Special Considerations,18,1.5575755985011488
Q007,C255,Practical Guide: Initiating Labetalol in Hypertension in Pregnancy,19,1.4945138020276896
Q007,C268,Methyldopa Drug Profile: Efficacy in Hypertension in Pregnancy,20,1.4945138020276896
Q008,C137,Asthma in immunocompromised: Special Considerations,1,5.823752790599115
Q008,C266,Profil Obat Centrally acting antihypertensives pada Hypertension in Pregnancy,2,5.624172993659779
Q008,C229,Monitoring Parameters for Bisphosphonates in Osteoporosis,3,5.615910793799579
Q008,C126,Budesonide Drug Profile: Efficacy in Asthma,4,5.452054453227119
Q008,C127,Risk Stratification in Asthma: Current Approaches,5,5.452054453227119
Q008,C082,Rare Adverse Event of Aspirin in Ischaemic Stroke,6,5.351892141672573
Q008,C279,Rare Adverse Event of Zinc in Stunting / Malnutrition,7,5.351892141672573
Q008,C258,"Centrally acting antihypertensives: Mechanism, Indications, and Safety",8,5.19170855216684
Q008,C131,Treatment Intensification in Asthma: When and How,9,5.124956468969474
Q008,C138,Treatment Intensification in Asthma: When and How,10,5.124956468969474
Q008,C238,Rare Adverse Event of Warfarin in Deep Vein Thrombosis,11,5.065203419364014
Q008,C252,Rare Adverse Event of Erythropoietin in Iron Deficiency Anaemia,12,5.065203419364014
Q008,C151,Monitoring Parameters for Nitroimidazoles in Inflammatory Bowel Disease,13,4.980193663893905
Q008,C023,Hasil Jangka Panjang Terapi GLP-1 receptor agonists pada Obesity,14,4.858949874018243
Q008,C090,Monitoring Parameters for Fatty acid derivatives in Parkinson Disease,15,4.713415985914633
Q008,C203,Monitoring Parameters for CNS stimulants in Breast Cancer HER2-positive,16,4.473766464287212
Q008,C245,Monitoring Parameters for Factor Xa inhibitors in Deep Vein Thrombosis,17,4.473766464287212
Q008,C328,Monitoring Parameters for IL-4/IL-13 inhibitors in Psoriasis,18,4.473766464287212
Q008,C124,Konsensus Nasional: Asthma di Indonesia 2024,19,4.274067670443244
Q008,C129,Dosis Corticosteroids pada Asthma: Referensi Cepat,20,4.274067670443244
Q009,C093,Practical Guide: Initiating Tenofovir+Lamivudine in Urinary Tract Infection,1,28.32948447054415
Q009,C109,Panduan Praktis: Memulai Tenofovir+Lamivudine pada Urinary Tract Infection,2,27.34080392752343
Q009,C094,"Tenofovir+Lamivudine: Pharmacology, Dosing, and Clinical Use in Urinary Tract Infection",3,25.588092340365574
Q009,C095,Quick Reference: NRTIs combination Dosing in Urinary Tract Infection,4,11.06581017222703
Q009,C108,Case Series: NRTIs combination in Refractory Urinary Tract Infection,5,11.06581017222703
Q009,C115,Case Series: NRTIs combination in Refractory Urinary Tract Infection,6,11.06581017222703
Q009,C102,Biomarkers in Urinary Tract Infection: Implications for NRTIs combination Therapy,7,10.503178712979867
Q009,C111,Biomarkers in Urinary Tract Infection: Implications for NRTIs combination Therapy,8,10.503178712979867
Q009,C098,Hasil Jangka Panjang Terapi NRTIs combination pada Urinary Tract Infection,9,9.564766769184278
Q009,C076,Levetiracetam Drug Profile: Efficacy in Epilepsy,10,4.959162545829072
Q009,C126,Budesonide Drug Profile: Efficacy in Asthma,11,4.959162545829072
Q009,C268,Methyldopa Drug Profile: Efficacy in Hypertension in Pregnancy,12,4.847663142999741
Q009,C278,Diazepam Drug Profile: Efficacy in Febrile Seizure,13,4.661635790316469
Q009,C283,Drug Interactions: Zinc in Stunting / Malnutrition Patients,14,4.661635790316469
Q009,C047,Drug Interactions: Losartan in Chronic Kidney Disease Patients,15,4.397788853096821
Q009,C078,Drug Interactions: Levodopa-carbidopa in Parkinson Disease Patients,16,4.397788853096821
Q009,C096,Drug Interactions: Artemether-lumefantrine in Typhoid Fever Patients,17,4.397788853096821
Q009,C145,Metronidazole Drug Profile: Efficacy in Inflammatory Bowel Disease,18,4.397788853096821
Q009,C228,Methotrexate Drug Profile: Efficacy in Systemic Lupus Erythematosus,19,4.397788853096821
Q009,C202,Drug Interactions: Nivolumab in Non-Small Cell Lung Cancer Patients,20,3.9505853819783936
Q010,C271,Panduan Praktis: Memulai Magnesium sulphate pada Preeclampsia,1,12.953779339909223
Q010,C273,Magnesium sulphate: Farmakologi dan Penggunaan Klinis pada Preeclampsia,2,12.220600010165368
Q010,C016,Dose Adjustment of Desmopressin in Renal and Hepatic Impairment,3,10.68620986098231
Q010,C040,Dose Adjustment of Atorvastatin in Renal and Hepatic Impairment,4,10.68620986098231
Q010,C084,Dose Adjustment of Valproate in Renal and Hepatic Impairment,5,10.68620986098231
Q010,C116,Dose Adjustment of Salmeterol in Renal and Hepatic Impairment,6,10.68620986098231
Q010,C169,Dose Adjustment of Olanzapine in Renal and Hepatic Impairment,7,10.68620986098231
Q010,C231,Dose Adjustment of Apixaban in Renal and Hepatic Impairment,8,10.68620986098231
Q010,C236,Dose Adjustment of Rivaroxaban in Renal and Hepatic Impairment,9,10.68620986098231
Q010,C314,Dose Adjustment of Vancomycin in Renal and Hepatic Impairment,10,10.68620986098231
Q010,C343,Dose Adjustment of Dupilumab in Renal and Hepatic Impairment,11,10.68620986098231
Q010,C021,Dose Adjustment of Insulin glargine in Renal and Hepatic Impairment,12,10.142878848220512
Q010,C276,Efektivitas Magnesium pada Preeclampsia,13,9.90225951838518
Q010,C262,Preeclampsia in pregnancy: Special Considerations,14,5.297257568330372
Q010,C265,"Magnesium: Mechanism, Indications, and Safety",15,5.1882041982338585
Q010,C264,Preeclampsia in Special Populations: Practical Guidance,16,4.959162545829072
Q010,C269,Preeclampsia in Pregnancy: Safety and Management Guide,17,4.661635790316469
Q010,C274,Treatment Intensification in Preeclampsia: When and How,18,4.661635790316469
Q010,C237,Ferrous sulphate: Farmakologi dan Penggunaan Klinis pada Iron Deficiency Anaemia,19,4.096479461869578
Q010,C259,Panduan Klinis: Tatalaksana Preeclampsia 2020,20,4.038960558940491
Q011,C331,Profil Keamanan Tacrolimus topical pada Psoriasis,1,12.285661766500052
Q011,C334,Panduan Praktis: Memulai Tacrolimus topical pada Psoriasis,2,11.548579033088476
Q011,C324,Successful Management of Severe Psoriasis with Tacrolimus topical,3,10.894933543784266
Q011,C342,Tacrolimus topical: Farmakologi dan Penggunaan Klinis pada Psoriasis,4,10.894933543784266
Q011,C345,Dosis Topical calcineurin inhibitors pada Psoriasis: Referensi Cepat,5,10.377927147295638
Q011,C338,Laporan Kasus: Psoriasis dengan anaemia,6,7.760015373300291
Q011,C222,Challenging Case: Psoriatic Arthritis with Concurrent renal impairment,7,6.7062986819441015
Q011,C341,Consensus Statement: Topical calcineurin inhibitors Use in Psoriasis,8,6.587680914236462
Q011,C016,Dose Adjustment of Desmopressin in Renal and Hepatic Impairment,9,6.3470574734796
Q011,C040,Dose Adjustment of Atorvastatin in Renal and Hepatic Impairment,10,6.3470574734796
Q011,C084,Dose Adjustment of Valproate in Renal and Hepatic Impairment,11,6.3470574734796
Q011,C116,Dose Adjustment of Salmeterol in Renal and Hepatic Impairment,12,6.3470574734796
Q011,C169,Dose Adjustment of Olanzapine in Renal and Hepatic Impairment,13,6.3470574734796
Q011,C231,Dose Adjustment of Apixaban in Renal and Hepatic Impairment,14,6.3470574734796
Q011,C236,Dose Adjustment of Rivaroxaban in Renal and Hepatic Impairment,15,6.3470574734796
Q011,C314,Dose Adjustment of Vancomycin in Renal and Hepatic Impairment,16,6.3470574734796
Q011,C343,Dose Adjustment of Dupilumab in Renal and Hepatic Impairment,17,6.3470574734796
Q011,C021,Dose Adjustment of Insulin glargine in Renal and Hepatic Impairment,18,6.024346876365611
Q011,C083,Laporan Kasus: Migraine dengan COPD,19,4.565455781209233
Q011,C041,Laporan Kasus: Heart Failure dengan immunocompromised,20,4.274067670443244
Q012,C096,Drug Interactions: Artemether-lumefantrine in Typhoid Fever Patients,1,18.916115447447304
Q012,C106,Successful Management of Severe Typhoid Fever with Artemether-lumefantrine,2,17.902822050436683
Q012,C113,Risk Stratification in Typhoid Fever: Current Approaches,3,9.667577549828545
Q012,C135,Prednisolone pada Pasien COPD: Studi Kohort,4,5.987157344749509
Q012,C045,Metoprolol pada Pasien Heart Failure: Studi Kohort,5,5.627955668445315
Q012,C152,Metronidazole pada Pasien Inflammatory Bowel Disease: Studi Kohort,6,5.309415367847006
Q012,C250,Rivaroxaban pada Pasien Deep Vein Thrombosis: Studi Kohort,7,5.309415367847006
Q012,C311,Secukinumab pada Pasien Disseminated Intravascular Coagulation: Studi Kohort,8,5.309415367847006
Q012,C317,Secukinumab pada Pasien Disseminated Intravascular Coagulation: Studi Kohort,9,5.309415367847006
Q012,C332,Psoriasis in elderly patients: Special Considerations,10,5.142303115314051
Q012,C322,Disseminated Intravascular Coagulation and elderly patients: Management Challenges,11,4.560198039645514
Q012,C242,Challenging Case: Deep Vein Thrombosis with Concurrent elderly patients,12,4.315918574579278
Q012,C016,Dose Adjustment of Desmopressin in Renal and Hepatic Impairment,13,3.2620002906108967
Q012,C040,Dose Adjustment of Atorvastatin in Renal and Hepatic Impairment,14,3.2620002906108967
Q012,C084,Dose Adjustment of Valproate in Renal and Hepatic Impairment,15,3.2620002906108967
Q012,C116,Dose Adjustment of Salmeterol in Renal and Hepatic Impairment,16,3.2620002906108967
Q012,C169,Dose Adjustment of Olanzapine in Renal and Hepatic Impairment,17,3.2620002906108967
Q012,C231,Dose Adjustment of Apixaban in Renal and Hepatic Impairment,18,3.2620002906108967
Q012,C236,Dose Adjustment of Rivaroxaban in Renal and Hepatic Impairment,19,3.2620002906108967
Q012,C314,Dose Adjustment of Vancomycin in Renal and Hepatic Impairment,20,3.2620002906108967
Q013,C130,Profil Keamanan Bedaquiline pada MDR Tuberculosis,1,11.320180546157875
Q013,C117,Safety Profile of Bedaquiline in MDR Tuberculosis,2,9.18473569071412
Q013,C120,Safety Profile of Bedaquiline in MDR Tuberculosis,3,9.18473569071412
Q013,C338,Laporan Kasus: Psoriasis dengan anaemia,4,8.717014380475216
Q013,C136,MDR Tuberculosis pada Populasi Khusus: Pendekatan Praktis,5,5.8072334338045595
Q013,C247,Iron Deficiency Anaemia pada Populasi Khusus: Pendekatan Praktis,6,4.820489569583584
Q013,C083,Laporan Kasus: Migraine dengan COPD,7,4.565455781209233
Q013,C237,Ferrous sulphate: Farmakologi dan Penggunaan Klinis pada Iron Deficiency Anaemia,8,4.330302400527041
Q013,C041,Laporan Kasus: Heart Failure dengan immunocompromised,9,4.274067670443244
Q013,C097,Laporan Kasus: Malaria dengan atrial fibrillation,10,4.274067670443244
Q013,C253,Hasil Jangka Panjang Terapi Erythropoiesis stimulating agents pada Iron Deficiency Anaemia,11,4.120784699376474
Q013,C281,Stunting / Malnutrition in anaemia: Special Considerations,12,3.8865872853495445
Q013,C125,Efficacy of Antituberculotics in MDR Tuberculosis: A Cohort Study,13,3.884806201785683
Q013,C024,Laporan Kasus: Acute Coronary Syndrome dengan Presentasi Atipikal,14,3.790246233059176
Q013,C208,Laporan Kasus: Systemic Lupus Erythematosus dengan Presentasi Atipikal,15,3.790246233059176
Q013,C233,WHO Guideline Update: Iron Deficiency Anaemia 2023,16,3.6534100715880893
Q013,C260,Hypertension in Pregnancy in anaemia: Special Considerations,17,3.6534100715880893
Q013,C018,Laporan Kasus: Type 2 Diabetes Mellitus dengan Presentasi Atipikal,18,3.58721133978665
Q013,C232,Consensus Statement: Iron preparations Use in Iron Deficiency Anaemia,19,3.2620002906108967
Q013,C240,Quick Reference: Iron preparations Dosing in Iron Deficiency Anaemia,20,3.2620002906108967
Q014,C094,"Tenofovir+Lamivudine: Pharmacology, Dosing, and Clinical Use in Urinary Tract Infection",1,6.444856360289519
Q014,C110,WHO Guideline Update: Malaria 2025,2,5.1882041982338585
Q014,C097,Laporan Kasus: Malaria dengan atrial fibrillation,3,4.8570694568102715
Q014,C099,Panduan Praktis: Memulai Dolutegravir pada Malaria,4,4.8570694568102715
Q014,C093,Practical Guide: Initiating Tenofovir+Lamivudine in Urinary Tract Infection,5,4.315918574579278
Q014,C109,Panduan Praktis: Memulai Tenofovir+Lamivudine pada Urinary Tract Infection,6,4.315918574579278
Q014,C105,Narrative Review: Current Evidence for Integrase inhibitors in Malaria,7,4.076522876343298
Q014,C073,Quick Reference: Antiepileptics other Dosing in Migraine,8,3.15771356432945
Q014,C339,Quick Reference: Calcineurin inhibitors Dosing in Psoriasis,9,3.15771356432945
Q014,C006,"Methimazole: Pharmacology, Dosing, and Clinical Use in Hyperthyroidism",10,2.978988093262844
Q014,C022,Quick Reference: Vasopressin analogues Dosing in Diabetes Insipidus,11,2.978988093262844
Q014,C146,Quick Reference: Nitroimidazoles Dosing in Inflammatory Bowel Disease,12,2.978988093262844
Q014,C163,"Risperidone: Pharmacology, Dosing, and Clinical Use in Schizophrenia",13,2.978988093262844
Q014,C217,"Adalimumab: Pharmacology, Dosing, and Clinical Use in Gout",14,2.978988093262844
Q014,C329,"Cyclosporine: Pharmacology, Dosing, and Clinical Use in Psoriasis",15,2.978988093262844
Q014,C095,Quick Reference: NRTIs combination Dosing in Urinary Tract Infection,16,2.8194104583587465
Q014,C176,"Lithium: Pharmacology, Dosing, and Clinical Use in Bipolar Disorder",17,2.8194104583587465
Q014,C194,Quick Reference: BTK inhibitors Dosing in Chronic Lymphocytic Leukaemia,18,2.8194104583587465
Q014,C240,Quick Reference: Iron preparations Dosing in Iron Deficiency Anaemia,19,2.8194104583587465
Q014,C277,"Diazepam: Pharmacology, Dosing, and Clinical Use in Febrile Seizure",20,2.8194104583587465
Q015,C157,Profil Keamanan Lansoprazole pada Peptic Ulcer Disease,1,15.113536642252694
Q015,C147,National Guideline: Peptic Ulcer Disease Diagnosis and Treatment,2,8.849136249780818
Q015,C150,Practical Guide: Initiating Omeprazole in Peptic Ulcer Disease,3,8.849136249780818
Q015,C154,Peptic Ulcer Disease pada Populasi Khusus: Pendekatan Praktis,4,8.849136249780818
Q015,C143,Consensus Statement: Proton pump inhibitors Use in Peptic Ulcer Disease,5,7.949283032745352
Q015,C161,Asia-Pacific Guideline: Peptic Ulcer Disease in Primary Care 2025,6,7.949283032745352
Q015,C149,Switching Therapy in Peptic Ulcer Disease: A Step-by-Step Guide,7,7.5646642803429085
Q015,C156,Switching Therapy in Peptic Ulcer Disease: A Step-by-Step Guide,8,7.5646642803429085
Q015,C139,Narrative Review: Current Evidence for Proton pump inhibitors in Peptic Ulcer Disease,9,7.215546686584609
Q015,C141,Efficacy of Proton pump inhibitors in Peptic Ulcer Disease: A Cohort Study,10,7.215546686584609
Q015,C306,Sepsis in liver disease: Special Considerations,11,2.2055457632589763
Q015,C048,Panduan Klinis: Tatalaksana Chronic Kidney Disease 2022,12,2.0732232452909134
Q015,C061,Profil Keamanan Dapagliflozin pada Chronic Kidney Disease,13,2.0732232452909134
Q015,C065,Profil Keamanan Losartan pada Chronic Kidney Disease,14,2.0732232452909134
Q015,C081,Parkinson Disease in atrial fibrillation: Special Considerations,15,2.0732232452909134
Q015,C088,Perbandingan Valproate dan Valproate pada Parkinson Disease,16,2.0732232452909134
