protocol,split,scheme,threshold,dimension,value,queries,positive_queries,no_positive_queries,judged_fraction@1,recall@1,hit_rate@1,mrr@1,ndcg@1,judged_fraction@3,recall@3,hit_rate@3,mrr@3,ndcg@3,judged_fraction@5,recall@5,hit_rate@5,mrr@5,ndcg@5,judged_fraction@10,recall@10,hit_rate@10,mrr@10,ndcg@10,judged_fraction@20,recall@20,hit_rate@20,mrr@20,ndcg@20
temporal,train,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,25,19,6,0.0,0.0,0.0,0.0,0.0,0.05333333333333333,0.02046783625730994,0.15789473684210525,0.07894736842105263,0.025866789726107925,0.04800000000000001,0.02631578947368421,0.15789473684210525,0.07894736842105263,0.025356861044034725,0.036000000000000004,0.03508771929824561,0.21052631578947367,0.08646616541353383,0.026198341101732896,0.046,0.11695906432748536,0.3157894736842105,0.09380422209369577,0.048788648956413605
temporal,train,relevance_grade,1,query_intent,Prophylaxis / Maintenance,20,15,5,0.15,0.013333333333333334,0.06666666666666667,0.06666666666666667,0.02857142857142857,0.08333333333333333,0.013333333333333334,0.06666666666666667,0.06666666666666667,0.019244111949427954,0.06000000000000001,0.013333333333333334,0.06666666666666667,0.06666666666666667,0.015569803396756178,0.06000000000000001,0.035555555555555556,0.13333333333333333,0.07333333333333333,0.029931556354693616,0.055000000000000014,0.07841269841269842,0.26666666666666666,0.08239766081871344,0.04613772718796706
temporal,train,relevance_grade,1,query_intent,Safety / Contraindication,54,35,19,0.09259259259259259,0.01865079365079365,0.11428571428571428,0.11428571428571428,0.07346938775510203,0.04938271604938271,0.01865079365079365,0.11428571428571428,0.11428571428571428,0.04648956834425968,0.05185185185185186,0.022732426303854875,0.14285714285714285,0.12142857142857143,0.04011733343368348,0.037037037037037035,0.04109977324263038,0.2,0.12908163265306122,0.047970145947377175,0.03148148148148148,0.045181405895691605,0.22857142857142856,0.1308673469387755,0.0510171111882411
temporal,train,relevance_grade,1,query_intent,Treatment Change / Escalation,28,19,9,0.03571428571428571,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.042857142857142864,0.0,0.0,0.0,0.0,0.03214285714285715,0.0,0.0,0.0,0.0,0.03571428571428571,0.03684210526315789,0.10526315789473684,0.006385448916408669,0.0050650916093609
temporal,validation,relevance_grade,1,query_language,EN,59,47,12,0.03389830508474576,0.0,0.0,0.0,0.0,0.028248587570621465,0.02127659574468085,0.02127659574468085,0.0070921985815602835,0.010638297872340425,0.030508474576271188,0.05053191489361702,0.0851063829787234,0.02092198581560284,0.021979074319218396,0.03389830508474577,0.05053191489361702,0.0851063829787234,0.02092198581560284,0.02194247980801745,0.03135593220338983,0.057446808510638304,0.10638297872340426,0.02198581560283688,0.023746344345647333
temporal,validation,relevance_grade,1,query_language,ID,29,28,1,0.034482758620689655,0.0,0.0,0.0,0.0,0.06896551724137931,0.04017857142857143,0.07142857142857142,0.023809523809523808,0.019575367138341782,0.055172413793103454,0.04732142857142857,0.10714285714285714,0.030952380952380953,0.02314741692485057,0.05172413793103449,0.14375000000000002,0.25,0.0522108843537415,0.05588962805580435,0.039655172413793106,0.14821428571428572,0.25,0.0522108843537415,0.06062503688981026
temporal,validation,relevance_grade,1,query_language,MIXED,51,38,13,0.0392156862745098,0.0,0.0,0.0,0.0,0.0326797385620915,0.0,0.0,0.0,0.0,0.023529411764705885,0.0,0.0,0.0,0.0,0.03529411764705883,0.017543859649122806,0.05263157894736842,0.005555555555555556,0.003035003958461805,0.03137254901960785,0.017543859649122806,0.05263157894736842,0.005555555555555556,0.003035003958461805
temporal,validation,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.038461538461538464,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.03076923076923077,0.005952380952380952,0.047619047619047616,0.011904761904761904,0.0013343925389200642,0.03461538461538462,0.02976190476190476,0.09523809523809523,0.016666666666666666,0.005043528278306636,0.02884615384615385,0.03571428571428571,0.09523809523809523,0.016666666666666666,0.007335034870818017
temporal,validation,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
temporal,validation,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.05625,0.0,0.0,0.0,0.0,0.037500000000000006,0.0,0.0,0.0,0.0
temporal,validation,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571428574,0.028571428571428574,0.14285714285714285,0.028571428571428574,0.014789415517460871,0.042857142857142864,0.1285714285714286,0.42857142857142855,0.07278911564625849,0.05104438941927419,0.04285714285714286,0.1285714285714286,0.42857142857142855,0.07278911564625849,0.05104438941927419
temporal,validation,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02727272727272728,0.2,0.2,0.02857142857142857,0.06666666666666668,0.022727272727272728,0.2,0.2,0.02857142857142857,0.06666666666666668
temporal,validation,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
temporal,validation,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.08333333333333333,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.049999999999999996,0.0,0.0,0.0,0.0,0.0375,0.0,0.0,0.0,0.0
temporal,validation,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.03333333333333333,0.025,0.1,0.02,0.011814144245140152,0.025000000000000005,0.025,0.1,0.02,0.011814144245140152,0.016666666666666666,0.025,0.1,0.02,0.011814144245140152
temporal,validation,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.10526315789473684,0.10526315789473684,0.03508771929824561,0.05263157894736842,0.038461538461538464,0.10526315789473684,0.10526315789473684,0.03508771929824561,0.05263157894736842,0.02692307692307692,0.10526315789473684,0.10526315789473684,0.03508771929824561,0.05263157894736842,0.032692307692307694,0.10526315789473684,0.10526315789473684,0.03508771929824561,0.05263157894736842
temporal,validation,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.16666666666666666,0.0,0.0,0.0,0.0,0.07407407407407407,0.008333333333333333,0.06666666666666667,0.02222222222222222,0.003207351991571326,0.06666666666666667,0.075,0.13333333333333333,0.035555555555555556,0.028763638167208772,0.0611111111111111,0.0861111111111111,0.2,0.04296296296296296,0.030900223870897588,0.052777777777777785,0.10777777777777776,0.26666666666666666,0.046296296296296294,0.04218365334943298
temporal,test,relevance_grade,1,query_language,EN,70,52,18,0.014285714285714285,0.0038461538461538464,0.019230769230769232,0.019230769230769232,0.008241758241758242,0.028571428571428567,0.01346153846153846,0.038461538461538464,0.02564102564102564,0.014371565107651883,0.02857142857142857,0.016666666666666666,0.057692307692307696,0.030448717948717948,0.014076364908391072,0.025714285714285717,0.016666666666666666,0.057692307692307696,0.030448717948717948,0.01406678238999948,0.029285714285714283,0.05512820512820513,0.09615384615384616,0.033104395604395605,0.023796744405572855
temporal,test,relevance_grade,1,query_language,ID,25,20,5,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.04,0.008333333333333333,0.05,0.00625,0.0020846084753870587,0.028000000000000004,0.018333333333333333,0.1,0.010416666666666666,0.0030684347961850863
temporal,test,relevance_grade,1,query_language,MIXED,44,38,6,0.022727272727272728,0.0,0.0,0.0,0.0,0.04545454545454545,0.0,0.0,0.0,0.0,0.03636363636363637,0.003289473684210526,0.02631578947368421,0.005263157894736842,0.004882524929721339,0.02727272727272728,0.01937134502923977,0.07894736842105263,0.013408521303258144,0.009213652428806646,0.02727272727272728,0.051535087719298246,0.10526315789473684,0.015053258145363407,0.017125650218022398
temporal,test,relevance_grade,1,query_intent,Comparative Treatment Choice,5,5,0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
temporal,test,relevance_grade,1,query_intent,Dosing / Administration,29,22,7,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.0,0.0,0.0,0.0,0.041379310344827586,0.005681818181818182,0.045454545454545456,0.009090909090909092,0.008433452151336859,0.031034482758620686,0.005681818181818182,0.045454545454545456,0.009090909090909092,0.007890154093655838,0.032758620689655175,0.05113636363636364,0.09090909090909091,0.011931818181818182,0.01901063328084793
temporal,test,relevance_grade,1,query_intent,Efficacy / Outcomes,6,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.024999999999999998,0.0,0.0,0.0,0.0
temporal,test,relevance_grade,1,query_intent,Guideline / Evidence Lookup,17,12,5,0.058823529411764705,0.0,0.0,0.0,0.0,0.0784313725490196,0.0,0.0,0.0,0.0,0.047058823529411764,0.0,0.0,0.0,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.020588235294117647,0.0,0.0,0.0,0.0
temporal,test,relevance_grade,1,query_intent,Interaction / Combination,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.018518518518518517,0.16666666666666666,0.027777777777777776,0.010680790777347543,0.03333333333333333,0.2222222222222222,0.3333333333333333,0.03968253968253968,0.06267469055764555
temporal,test,relevance_grade,1,query_intent,Management / Treatment Selection,17,13,4,0.11764705882352941,0.015384615384615385,0.07692307692307693,0.07692307692307693,0.03296703296703297,0.0784313725490196,0.015384615384615385,0.07692307692307693,0.07692307692307693,0.022204744557032256,0.058823529411764705,0.02820512820512821,0.15384615384615385,0.09615384615384616,0.02102394375998901,0.041176470588235294,0.02820512820512821,0.15384615384615385,0.09615384615384616,0.02098561368642265,0.032352941176470584,0.02820512820512821,0.15384615384615385,0.09615384615384616,0.02098561368642265
temporal,test,relevance_grade,1,query_intent,Mechanism / Background Knowledge,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.0
temporal,test,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.05555555555555555,0.1111111111111111,0.015873015873015872,0.012494517507793202,0.01666666666666667,0.16666666666666666,0.2222222222222222,0.023280423280423276,0.04027229528557098
temporal,test,relevance_grade,1,query_intent,Prophylaxis / Maintenance,8,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0
temporal,test,relevance_grade,1,query_intent,Safety / Contraindication,19,15,4,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.0368421052631579,0.01111111111111111,0.06666666666666667,0.008333333333333333,0.0027794779671827447,0.02631578947368421,0.01111111111111111,0.06666666666666667,0.008333333333333333,0.0027794779671827447
temporal,test,relevance_grade,1,query_intent,Treatment Change / Escalation,16,14,2,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.03276140759689133,0.025,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.03276140759689133,0.03125,0.03571428571428571,0.07142857142857142,0.023809523809523808,0.03276140759689133,0.034375,0.049999999999999996,0.14285714285714285,0.02976190476190476,0.03416687376945994
query,train,relevance_grade,1,query_language,EN,129,86,43,0.06201550387596899,0.006732188999630859,0.046511627906976744,0.046511627906976744,0.02990033222591362,0.05684754521963824,0.02837301587301587,0.09302325581395349,0.06395348837209301,0.03389550445265434,0.04961240310077519,0.0446843853820598,0.12790697674418605,0.07209302325581395,0.036479770960615776,0.03643410852713178,0.05282392026578073,0.16279069767441862,0.07742248062015504,0.03899067752409512,0.0375968992248062,0.06235234403839055,0.19767441860465115,0.07945736434108527,0.041062973734891685
query,train,relevance_grade,1,query_language,ID,71,57,14,0.07042253521126761,0.011695906432748537,0.03508771929824561,0.03508771929824561,0.025062656641604012,0.06103286384976525,0.013888888888888888,0.05263157894736842,0.04093567251461988,0.016665248278604345,0.053521126760563385,0.019319131161236423,0.08771929824561403,0.049707602339181284,0.018450569247546886,0.052112676056338035,0.038805346700083544,0.17543859649122806,0.06203007518796992,0.025779455783180097,0.03943661971830986,0.05561821219715956,0.24561403508771928,0.066984979727362,0.035557276665685096
query,train,relevance_grade,1,query_language,MIXED,100,69,31,0.06,0.01028295376121463,0.057971014492753624,0.057971014492753624,0.03312629399585921,0.04666666666666666,0.014912583390844258,0.10144927536231885,0.07487922705314008,0.0279089090932505,0.046,0.01879457096848401,0.13043478260869565,0.08067632850241546,0.027651394479135612,0.042,0.04662985967333793,0.18840579710144928,0.08858408097538532,0.03722397380954242,0.0415,0.06957671957671957,0.2318840579710145,0.09137758968321627,0.04378528252753033
query,train,relevance_grade,1,query_intent,Comparative Treatment Choice,19,15,4,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.0368421052631579,0.02619047619047619,0.13333333333333333,0.02222222222222222,0.015440988019780668,0.028947368421052635,0.02619047619047619,0.13333333333333333,0.02222222222222222,0.015440988019780668
query,train,relevance_grade,1,query_intent,Dosing / Administration,56,42,14,0.03571428571428571,0.004761904761904762,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.03571428571428571,0.007738095238095238,0.047619047619047616,0.031746031746031744,0.016759954500812732,0.049999999999999996,0.01765873015873016,0.11904761904761904,0.04841269841269841,0.020847215483136342,0.05,0.05218253968253968,0.19047619047619047,0.0580026455026455,0.03128430669522456,0.049107142857142856,0.06408730158730158,0.23809523809523808,0.06097883597883599,0.03507304291540424
query,train,relevance_grade,1,query_intent,Efficacy / Outcomes,14,7,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.09523809523809523,0.011904761904761904,0.14285714285714285,0.047619047619047616,0.016590065188164093,0.05714285714285715,0.011904761904761904,0.14285714285714285,0.047619047619047616,0.013942635865769588,0.042857142857142864,0.011904761904761904,0.14285714285714285,0.047619047619047616,0.010632206658534886,0.04285714285714286,0.011904761904761904,0.14285714285714285,0.047619047619047616,0.010350177778661155
query,train,relevance_grade,1,query_intent,Guideline / Evidence Lookup,38,27,11,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.021052631578947368,0.0,0.0,0.0,0.0,0.02631578947368421,0.006172839506172839,0.037037037037037035,0.004629629629629629,0.002655109533256491,0.028947368421052635,0.04732510288065844,0.1111111111111111,0.009332745443856554,0.01597317894020013
query,train,relevance_grade,1,query_intent,Interaction / Combination,11,10,1,0.2727272727272727,0.08428571428571428,0.3,0.3,0.18571428571428572,0.09090909090909091,0.08428571428571428,0.3,0.3,0.11340697846411749,0.07272727272727274,0.08428571428571428,0.3,0.3,0.10418911458375753,0.06363636363636363,0.14539682539682539,0.5,0.33095238095238094,0.12872022465714364,0.05454545454545456,0.1801190476190476,0.6,0.3368347338935574,0.13578534599504397
query,train,relevance_grade,1,query_intent,Management / Treatment Selection,36,25,11,0.08333333333333333,0.005714285714285714,0.04,0.04,0.01714285714285714,0.07407407407407407,0.005714285714285714,0.04,0.04,0.009290436505371891,0.061111111111111116,0.012380952380952381,0.08,0.05,0.008799698684869848,0.041666666666666664,0.020380952380952378,0.12,0.05571428571428571,0.01201264650403915,0.030555555555555558,0.024825396825396827,0.16,0.05935064935064935,0.015788497918275256
query,train,relevance_grade,1,query_intent,Mechanism / Background Knowledge,18,12,6,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.020833333333333332,0.08333333333333333,0.027777777777777776,0.023179099712018317,0.044444444444444446,0.03273809523809524,0.16666666666666666,0.044444444444444446,0.03614786105134265,0.03333333333333334,0.044642857142857144,0.16666666666666666,0.044444444444444446,0.040203808611196205,0.041666666666666664,0.044642857142857144,0.16666666666666666,0.044444444444444446,0.040203808611196205
query,train,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,13,8,5,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.027777777777777776,0.25,0.125,0.05532777891731304,0.06153846153846154,0.041666666666666664,0.25,0.125,0.05481904325000028,0.038461538461538464,0.041666666666666664,0.25,0.125,0.04688825984591921,0.04230769230769231,0.06944444444444445,0.25,0.125,0.05888139458174034
query,train,relevance_grade,1,query_intent,Prophylaxis / Maintenance,16,10,6,0.1875,0.016666666666666666,0.1,0.1,0.04285714285714286,0.08333333333333333,0.016666666666666666,0.1,0.1,0.028866167924141935,0.0625,0.016666666666666666,0.1,0.1,0.02335470509513427,0.043750000000000004,0.016666666666666666,0.1,0.1,0.021561019356751258,0.040625,0.06666666666666667,0.2,0.10526315789473684,0.04278579201777962
query,train,relevance_grade,1,query_intent,Safety / Contraindication,55,39,16,0.07272727272727272,0.015455840455840456,0.10256410256410256,0.10256410256410256,0.06593406593406594,0.06666666666666667,0.041096866096866094,0.1282051282051282,0.1111111111111111,0.05354012631441174,0.050909090909090925,0.04475986975986976,0.15384615384615385,0.11752136752136752,0.04784194477025602,0.04,0.06444851444851445,0.23076923076923078,0.12759462759462759,0.05518685237626846,0.03272727272727273,0.06444851444851445,0.23076923076923078,0.12759462759462759,0.05518685237626846
query,train,relevance_grade,1,query_intent,Treatment Change / Escalation,24,17,7,0.08333333333333333,0.0,0.0,0.0,0.0,0.06944444444444443,0.03676470588235294,0.11764705882352941,0.0392156862745098,0.02980999919000285,0.06666666666666667,0.09558823529411764,0.17647058823529413,0.050980392156862744,0.05235966346262413,0.05416666666666667,0.09558823529411764,0.17647058823529413,0.050980392156862744,0.05214380626776212,0.05625,0.12908496732026142,0.35294117647058826,0.0625,0.06380866918922021
query,validation,relevance_grade,1,query_language,EN,43,28,15,0.023255813953488372,0.005952380952380952,0.03571428571428571,0.03571428571428571,0.015306122448979591,0.007751937984496124,0.005952380952380952,0.03571428571428571,0.03571428571428571,0.010309345687193548,0.013953488372093025,0.005952380952380952,0.03571428571428571,0.03571428571428571,0.008340966105405096,0.03255813953488373,0.019047619047619046,0.10714285714285714,0.04591836734693877,0.012491019940981491,0.03837209302325582,0.07325680272108845,0.25,0.055829735740450026,0.031959718073957796
query,validation,relevance_grade,1,query_language,ID,16,9,7,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.037500000000000006,0.0,0.0,0.0,0.0,0.049999999999999996,0.015873015873015872,0.1111111111111111,0.009259259259259259,0.0034272039876464522
query,validation,relevance_grade,1,query_language,MIXED,41,33,8,0.04878048780487805,0.0,0.0,0.0,0.0,0.048780487804878044,0.0,0.0,0.0,0.0,0.03902439024390244,0.006060606060606061,0.030303030303030304,0.007575757575757576,0.0010811099795327759,0.05365853658536586,0.04242424242424242,0.15151515151515152,0.02133237133237133,0.013075718428953026,0.0475609756097561,0.04848484848484848,0.15151515151515152,0.02133237133237133,0.014522840487245321
query,validation,relevance_grade,1,query_intent,Comparative Treatment Choice,2,1,1,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0
query,validation,relevance_grade,1,query_intent,Dosing / Administration,21,14,7,0.047619047619047616,0.011904761904761904,0.07142857142857142,0.07142857142857142,0.030612244897959183,0.031746031746031744,0.011904761904761904,0.07142857142857142,0.07142857142857142,0.020618691374387096,0.01904761904761905,0.011904761904761904,0.07142857142857142,0.07142857142857142,0.016681932210810192,0.03333333333333333,0.0619047619047619,0.21428571428571427,0.08877551020408163,0.02492114981799648,0.0380952380952381,0.0619047619047619,0.21428571428571427,0.08877551020408163,0.02492114981799648
query,validation,relevance_grade,1,query_intent,Efficacy / Outcomes,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.049999999999999996,0.0,0.0,0.0,0.0
query,validation,relevance_grade,1,query_intent,Guideline / Evidence Lookup,11,9,2,0.0,0.0,0.0,0.0,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,0.05454545454545456,0.022222222222222223,0.1111111111111111,0.027777777777777776,0.003964069924953512,0.06363636363636364,0.022222222222222223,0.1111111111111111,0.027777777777777776,0.003964069924953512,0.05909090909090909,0.022222222222222223,0.1111111111111111,0.027777777777777776,0.003964069924953512
query,validation,relevance_grade,1,query_intent,Interaction / Combination,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.5,0.5,0.03571428571428571,0.12797901240490775
query,validation,relevance_grade,1,query_intent,Management / Treatment Selection,11,8,3,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.018181818181818184,0.0,0.0,0.0,0.0,0.009090909090909092,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0
query,validation,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06000000000000001,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
