protocol,split,experiment,scheme,threshold,dimension,value,queries,positive_queries,no_positive_queries,judged_fraction@1,recall@1,hit_rate@1,mrr@1,ndcg@1,judged_fraction@3,recall@3,hit_rate@3,mrr@3,ndcg@3,judged_fraction@5,recall@5,hit_rate@5,mrr@5,ndcg@5,judged_fraction@10,recall@10,hit_rate@10,mrr@10,ndcg@10,judged_fraction@20,recall@20,hit_rate@20,mrr@20,ndcg@20,full_ndcg@10,delta_vs_full
temporal,validation,full:minus_bm25,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.0833333333333333,0.0,0.0,0.0,0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0166666666666666,0.0,0.0,0.0,0.0,0.0166666666666666,0.0,0.0,0.0,0.0,0.0166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,full:minus_bm25,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0833333333333333,0.0,0.0,0.0,0.0,0.0555555555555555,0.025,0.1,0.05,0.0201515141900502,0.05,0.025,0.1,0.05,0.019268039362384,0.025,0.025,0.1,0.05,0.019268039362384,0.0166666666666666,0.025,0.1,0.05,0.019268039362384,0.019268039362384,0.0
temporal,validation,full:minus_bm25,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.0384615384615384,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0256410256410256,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0307692307692307,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0269230769230769,0.1052631578947368,0.1052631578947368,0.0592105263157894,0.0692349935150383,0.0192307692307692,0.1578947368421052,0.1578947368421052,0.062719298245614,0.0823928882518804,0.0692349935150383,0.0
temporal,validation,full:minus_bm25,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.0555555555555555,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0185185185185185,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0333333333333333,0.0777777777777777,0.1333333333333333,0.08,0.0762521111592491,0.0277777777777777,0.0911111111111111,0.2,0.0874074074074074,0.0790784825677099,0.0416666666666666,0.134074074074074,0.4,0.1002575474634298,0.0911162061741192,0.042972412347189,0.0361060702205209
temporal,validation,full:minus_bm25,relevance_grade,1,has_context,False,78,63,15,0.0641025641025641,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.047008547008547,0.0388888888888888,0.0634920634920634,0.0449735449735449,0.0361861629032427,0.041025641025641,0.0415343915343915,0.0793650793650793,0.0481481481481481,0.0381874146682497,0.032051282051282,0.0447089947089947,0.0952380952380952,0.0499118165784832,0.0388603602416927,0.0294871794871794,0.0517636684303351,0.1269841269841269,0.0518375868866064,0.0405327437722845,0.0434911900833676,-0.004630829841674899
temporal,validation,full:minus_bm25,relevance_grade,1,has_context,True,61,50,11,0.0327868852459016,0.02,0.02,0.02,0.02,0.0327868852459016,0.02,0.02,0.02,0.02,0.0229508196721311,0.02,0.02,0.02,0.02,0.0278688524590163,0.04,0.04,0.0225,0.0263092975357145,0.0286885245901639,0.0798333333333333,0.14,0.0293300865800865,0.0384540627046663,0.0163092975357145,0.009999999999999998
temporal,validation,full:minus_bm25,relevance_grade,1,multiple_entity_dimensions,True,139,113,26,0.0503597122302158,0.0265486725663716,0.0265486725663716,0.0265486725663716,0.0265486725663716,0.040767386091127,0.0305309734513274,0.0442477876106194,0.0339233038348082,0.029024143919507,0.0330935251798561,0.0320058997050147,0.0530973451327433,0.035693215339233,0.0301398860539799,0.0302158273381294,0.0426253687315634,0.0707964601769911,0.0377826941986234,0.0333067926726758,0.029136690647482,0.0641838741396263,0.1327433628318584,0.041878515954518,0.0396129733883826,0.0314638040003353,0.0018429886723404995
temporal,validation,full:minus_dense,relevance_grade,1,query_language,EN,59,47,12,0.0338983050847457,0.0212765957446808,0.0212765957446808,0.0212765957446808,0.0212765957446808,0.0451977401129943,0.0478723404255319,0.0638297872340425,0.0390070921985815,0.0362024498276702,0.0338983050847457,0.0478723404255319,0.0638297872340425,0.0390070921985815,0.0360144764600817,0.023728813559322,0.0478723404255319,0.0638297872340425,0.0390070921985815,0.0360144764600817,0.023728813559322,0.0563829787234042,0.1063829787234042,0.0419621749408983,0.0385103823722944,0.0360144764600817,0.0
temporal,validation,full:minus_dense,relevance_grade,1,query_language,ID,29,28,1,0.0344827586206896,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0689655172413793,0.0428571428571428,0.0714285714285714,0.0476190476190476,0.0385076114644211,0.0620689655172413,0.0904761904761904,0.1428571428571428,0.0636904761904761,0.0654666832736961,0.0482758620689655,0.0904761904761904,0.1428571428571428,0.0636904761904761,0.0654666832736961,0.0482758620689655,0.1470238095238095,0.25,0.0696551427588579,0.0757677124480553,0.0613622597573648,0.004104423516331307
temporal,validation,full:minus_dense,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0274509803921568,0.0,0.0,0.0,0.0,0.0254901960784313,0.0087719298245614,0.0263157894736842,0.0032894736842105,0.0038048996107325,0.0225490196078431,0.0116959064327485,0.0526315789473684,0.0046052631578947,0.0056765320343043,0.0038048996107325,0.0
temporal,validation,full:minus_dense,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,full:minus_dense,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.0384615384615384,0.0,0.0,0.0,0.0,0.0384615384615384,0.0,0.0,0.0,0.0,0.0307692307692307,0.0,0.0,0.0,0.0,0.023076923076923,0.0,0.0,0.0,0.0,0.0269230769230769,0.0158730158730158,0.0476190476190476,0.0026455026455026,0.0011934631922851,0.0,0.0
temporal,validation,full:minus_dense,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,full:minus_dense,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.0,0.0,0.0,0.0,0.025,0.0256410256410256,0.0769230769230769,0.0153846153846153,0.0256188854233034,0.01875,0.0256410256410256,0.0769230769230769,0.0153846153846153,0.0256188854233034,0.0375,0.0534188034188034,0.2307692307692307,0.0232793522267206,0.0329016281442008,0.0,0.0256188854233034
temporal,validation,full:minus_dense,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0111733030005418,0.0285714285714285,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0099064375838791,0.0285714285714285,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0099064375838791,0.0285714285714285,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0099064375838791,0.0099064375838791,0.0
temporal,validation,full:minus_dense,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.0909090909090909,0.1,0.1,0.1,0.1,0.0606060606060606,0.1,0.1,0.1,0.1,0.0545454545454545,0.1,0.1,0.1,0.1,0.0272727272727272,0.1,0.1,0.1,0.1,0.0363636363636363,0.2,0.2,0.1058823529411764,0.1239812466568131,0.1333333333333333,-0.0333333333333333
temporal,validation,full:minus_dense,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,full:minus_dense,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0208333333333333,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,full:minus_dense,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,0.025,0.1,0.05,0.0201515141900502,0.05,0.025,0.1,0.05,0.019268039362384,0.025,0.025,0.1,0.05,0.019268039362384,0.0208333333333333,0.025,0.1,0.05,0.019268039362384,0.019268039362384,0.0
temporal,validation,full:minus_dense,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.0384615384615384,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0384615384615384,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0384615384615384,0.1052631578947368,0.1052631578947368,0.0657894736842105,0.0752987662143891,0.0346153846153846,0.1052631578947368,0.1052631578947368,0.0657894736842105,0.0752987662143891,0.0211538461538461,0.1052631578947368,0.1052631578947368,0.0657894736842105,0.0752987662143891,0.0692349935150383,0.006063772699350808
temporal,validation,full:minus_dense,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.0,0.0,0.0,0.0,0.0,0.037037037037037,0.0666666666666666,0.0666666666666666,0.0222222222222222,0.0333333333333333,0.0555555555555555,0.0666666666666666,0.0666666666666666,0.0222222222222222,0.0333333333333333,0.0555555555555555,0.0888888888888888,0.1333333333333333,0.0305555555555555,0.042972412347189,0.0472222222222222,0.1155555555555555,0.2666666666666666,0.0398148148148148,0.0507929175387889,0.042972412347189,0.0
temporal,validation,full:minus_dense,relevance_grade,1,has_context,False,78,63,15,0.0384615384615384,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.0317460317460317,0.047008547008547,0.0388888888888888,0.0634920634920634,0.0449735449735449,0.0361861629032427,0.0435897435897435,0.0388888888888888,0.0634920634920634,0.0449735449735449,0.0359051659795396,0.0294871794871794,0.0441798941798941,0.0793650793650793,0.0469576719576719,0.0382001847923623,0.0275641025641025,0.0632275132275132,0.1111111111111111,0.0487732129888992,0.0426084158914273,0.0434911900833676,-0.005291005291005298
temporal,validation,full:minus_dense,relevance_grade,1,has_context,True,61,50,11,0.0,0.0,0.0,0.0,0.0,0.0327868852459016,0.02,0.02,0.0066666666666666,0.01,0.0295081967213114,0.0466666666666666,0.06,0.0156666666666666,0.0252744413715267,0.0295081967213114,0.0466666666666666,0.06,0.0156666666666666,0.0252744413715267,0.0295081967213114,0.0645555555555555,0.14,0.0204970760233918,0.0292572387237405,0.0163092975357145,0.008965143835812199
temporal,validation,full:minus_dense,relevance_grade,1,multiple_entity_dimensions,True,139,113,26,0.0215827338129496,0.0176991150442477,0.0176991150442477,0.0176991150442477,0.0176991150442477,0.040767386091127,0.0305309734513274,0.0442477876106194,0.0280235988200589,0.024599365158445,0.037410071942446,0.0423303834808259,0.0619469026548672,0.0320058997050147,0.0312013055335162,0.0294964028776978,0.0452802359882005,0.0707964601769911,0.0331120943952802,0.0324808292964174,0.0284172661870503,0.0638151425762045,0.1238938053097345,0.0362616479599136,0.0367008153747518,0.0314638040003353,0.001017025296082101
temporal,validation,full:minus_entities,relevance_grade,1,query_language,EN,59,47,12,0.0508474576271186,0.0212765957446808,0.0212765957446808,0.0212765957446808,0.0212765957446808,0.0338983050847457,0.0212765957446808,0.0212765957446808,0.0212765957446808,0.0212765957446808,0.023728813559322,0.026595744680851,0.0425531914893617,0.025531914893617,0.0237902434564128,0.0220338983050847,0.026595744680851,0.0425531914893617,0.025531914893617,0.0237902434564128,0.0220338983050847,0.0640324214792299,0.1489361702127659,0.0326175488689486,0.0348112633489482,0.0360144764600817,-0.0122242330036689
temporal,validation,full:minus_entities,relevance_grade,1,query_language,ID,29,28,1,0.0344827586206896,0.0,0.0,0.0,0.0,0.0344827586206896,0.0428571428571428,0.0714285714285714,0.0238095238095238,0.0206504686072783,0.0344827586206896,0.0428571428571428,0.0714285714285714,0.0238095238095238,0.0203337522531126,0.0310344827586206,0.0785714285714285,0.1071428571428571,0.0297619047619047,0.0330554375069705,0.0396551724137931,0.1023809523809523,0.1785714285714285,0.0355596784168212,0.0419859527011721,0.0613622597573648,-0.028306822250394298
temporal,validation,full:minus_entities,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0156862745098039,0.0,0.0,0.0,0.0,0.0254901960784313,0.0043859649122807,0.0263157894736842,0.0043859649122807,0.003336737543435,0.0215686274509803,0.0116959064327485,0.0789473684210526,0.0077952979615029,0.0060589674080305,0.0038048996107325,-0.0004681620672975003
temporal,validation,full:minus_entities,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,full:minus_entities,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.0384615384615384,0.0,0.0,0.0,0.0,0.0256410256410256,0.0,0.0,0.0,0.0,0.023076923076923,0.0,0.0,0.0,0.0,0.023076923076923,0.0,0.0,0.0,0.0,0.0211538461538461,0.0158730158730158,0.0476190476190476,0.0043290043290043,0.0014141696404831,0.0,0.0
temporal,validation,full:minus_entities,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.05,0.0833333333333333,0.3333333333333333,0.0238095238095238,0.0439528680642443,0.0,0.0
temporal,validation,full:minus_entities,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0,0.0,0.0,0.0,0.0,0.0208333333333333,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.025,0.0341880341880341,0.1538461538461538,0.0095430884904569,0.0225105560082095,0.0,0.0
temporal,validation,full:minus_entities,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0111733030005418,0.0285714285714285,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0099064375838791,0.0428571428571428,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0099064375838791,0.0285714285714285,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0099064375838791,0.0099064375838791,0.0
temporal,validation,full:minus_entities,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.0,0.0,0.0,0.0,0.0,0.0303030303030303,0.1,0.1,0.0333333333333333,0.05,0.0363636363636363,0.1,0.1,0.0333333333333333,0.05,0.0272727272727272,0.1,0.1,0.0333333333333333,0.05,0.0318181818181818,0.1142857142857142,0.2,0.0388888888888888,0.0546204116152448,0.1333333333333333,-0.0833333333333333
temporal,validation,full:minus_entities,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,full:minus_entities,relevance_grade,1,query_intent,Monitoring / Response / Risk Assessment,12,9,3,0.0833333333333333,0.0,0.0,0.0,0.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0291666666666666,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,full:minus_entities,relevance_grade,1,query_intent,Prophylaxis / Maintenance,12,10,2,0.0,0.0,0.0,0.0,0.0,0.0277777777777777,0.0,0.0,0.0,0.0,0.0333333333333333,0.025,0.1,0.02,0.0118141442451401,0.025,0.025,0.1,0.02,0.0118141442451401,0.0208333333333333,0.0416666666666666,0.2,0.0276923076923076,0.0149305812186803,0.019268039362384,-0.007453895117243899
temporal,validation,full:minus_entities,relevance_grade,1,query_intent,Safety / Contraindication,26,19,7,0.0384615384615384,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0256410256410256,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.023076923076923,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0269230769230769,0.1052631578947368,0.1052631578947368,0.0614035087719298,0.0713793256372643,0.0211538461538461,0.1052631578947368,0.1052631578947368,0.0614035087719298,0.0713793256372643,0.0692349935150383,0.002144332122226006
temporal,validation,full:minus_entities,relevance_grade,1,query_intent,Treatment Change / Escalation,18,15,3,0.0555555555555555,0.0,0.0,0.0,0.0,0.0185185185185185,0.0,0.0,0.0,0.0,0.0111111111111111,0.0,0.0,0.0,0.0,0.0388888888888888,0.0111111111111111,0.0666666666666666,0.0111111111111111,0.0084530684433687,0.0361111111111111,0.1022222222222222,0.2666666666666666,0.0248471557682084,0.0311147494169676,0.042972412347189,-0.034519343903820304
temporal,validation,full:minus_entities,relevance_grade,1,has_context,False,78,63,15,0.0384615384615384,0.0158730158730158,0.0158730158730158,0.0158730158730158,0.0158730158730158,0.0384615384615384,0.0349206349206349,0.0476190476190476,0.0264550264550264,0.0250510019206951,0.0282051282051282,0.0388888888888888,0.0634920634920634,0.0296296296296296,0.0267855000879135,0.0282051282051282,0.0415343915343915,0.0793650793650793,0.0322751322751322,0.0287981354315727,0.0262820512820512,0.0530612244897959,0.1428571428571428,0.0365038180514371,0.0325412300506463,0.0434911900833676,-0.014693054651794896
temporal,validation,full:minus_entities,relevance_grade,1,has_context,True,61,50,11,0.0163934426229508,0.0,0.0,0.0,0.0,0.0163934426229508,0.0,0.0,0.0,0.0,0.0163934426229508,0.0,0.0,0.0,0.0,0.021311475409836,0.02,0.02,0.0033333333333333,0.0071241437421604,0.0245901639344262,0.0595555555555555,0.12,0.0105035315561631,0.0198375864269565,0.0163092975357145,-0.0091851537935541
temporal,validation,full:minus_entities,relevance_grade,1,multiple_entity_dimensions,True,139,113,26,0.0287769784172661,0.0088495575221238,0.0088495575221238,0.0088495575221238,0.0088495575221238,0.0287769784172661,0.0194690265486725,0.0265486725663716,0.0147492625368731,0.0139664877964937,0.0230215827338129,0.0216814159292035,0.0353982300884955,0.0165191740412979,0.0149335088985712,0.0251798561151079,0.0320058997050147,0.0530973451327433,0.0194690265486725,0.0192078736220983,0.0255395683453237,0.0559348223065037,0.1327433628318584,0.0249992665048557,0.026920148801226,0.0314638040003353,-0.012255930378236999
temporal,validation,full:minus_context,relevance_grade,1,query_language,EN,59,47,12,0.0338983050847457,0.0212765957446808,0.0212765957446808,0.0212765957446808,0.0212765957446808,0.03954802259887,0.0478723404255319,0.0638297872340425,0.0390070921985815,0.0362024498276702,0.0338983050847457,0.0478723404255319,0.0638297872340425,0.0390070921985815,0.0360144764600817,0.023728813559322,0.050531914893617,0.0851063829787234,0.0413711583924349,0.0371879564375709,0.0245762711864406,0.076063829787234,0.1276595744680851,0.0441193853427896,0.043249788897494,0.0360144764600817,0.0011734799774891988
temporal,validation,full:minus_context,relevance_grade,1,query_language,ID,29,28,1,0.0344827586206896,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0344827586206896,0.0428571428571428,0.0714285714285714,0.0476190476190476,0.0385076114644211,0.0413793103448275,0.0428571428571428,0.0714285714285714,0.0476190476190476,0.0381908951102555,0.0517241379310344,0.0785714285714285,0.1071428571428571,0.0527210884353741,0.0500956570150174,0.0379310344827586,0.1142857142857143,0.1428571428571428,0.0559678416821273,0.0600579050739863,0.0613622597573648,-0.0112666027423474
temporal,validation,full:minus_context,relevance_grade,1,query_language,MIXED,51,38,13,0.0,0.0,0.0,0.0,0.0,0.0130718954248366,0.0,0.0,0.0,0.0,0.0235294117647058,0.0131578947368421,0.0263157894736842,0.0052631578947368,0.0028037824258302,0.0372549019607843,0.0219298245614035,0.0526315789473684,0.0085526315789473,0.0066086820365627,0.0254901960784313,0.0219298245614035,0.0526315789473684,0.0085526315789473,0.0066086820365627,0.0038048996107325,0.0028037824258302
temporal,validation,full:minus_context,relevance_grade,1,query_intent,Comparative Treatment Choice,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,full:minus_context,relevance_grade,1,query_intent,Dosing / Administration,26,21,5,0.0384615384615384,0.0,0.0,0.0,0.0,0.0256410256410256,0.0,0.0,0.0,0.0,0.0307692307692307,0.0238095238095238,0.0476190476190476,0.0095238095238095,0.0050735110562643,0.0346153846153846,0.0297619047619047,0.0952380952380952,0.0148148148148148,0.0076998710058831,0.0307692307692307,0.0297619047619047,0.0952380952380952,0.0148148148148148,0.0076998710058831,0.0,0.0076998710058831
temporal,validation,full:minus_context,relevance_grade,1,query_intent,Efficacy / Outcomes,4,3,1,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,full:minus_context,relevance_grade,1,query_intent,Guideline / Evidence Lookup,16,13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.04375,0.0,0.0,0.0,0.0,0.034375,0.0,0.0,0.0,0.0,0.0,0.0
temporal,validation,full:minus_context,relevance_grade,1,query_intent,Interaction / Combination,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0111733030005418,0.0285714285714285,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0099064375838791,0.0285714285714285,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0099064375838791,0.0285714285714285,0.0285714285714285,0.1428571428571428,0.0476190476190476,0.0099064375838791,0.0099064375838791,0.0
temporal,validation,full:minus_context,relevance_grade,1,query_intent,Management / Treatment Selection,11,10,1,0.0909090909090909,0.1,0.1,0.1,0.1,0.0303030303030303,0.1,0.1,0.1,0.1,0.0363636363636363,0.1,0.1,0.1,0.1,0.0545454545454545,0.2,0.2,0.1142857142857142,0.1333333333333333,0.0318181818181818,0.2,0.2,0.1142857142857142,0.1333333333333333,0.1333333333333333,0.0
temporal,validation,full:minus_context,relevance_grade,1,query_intent,Mechanism / Background Knowledge,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
