query_id,query_text,language,therapeutic_area,query_length_band,entity_complexity,context_complexity,cluster_id,liang_final_intent,liang_top_probability,liang_probability_margin,prototype_top_intent,ambiguity_margin,matched_annotation_rules,n_rule_matches,rule_intent_signal,prototype_intent_signal,prototype_top_score,prototype_margin,cluster_intent_signal_initial,cluster_intent_signal,signal_plurality_intent,signal_max_votes,signal_agreement,intent_top_level,intent_subtype,label_confidence,label_source,review_flag,gold_set_membership,annotation_notes,sampling_reasons,taxonomy_decision
Q249,Sitagliptin pada pasien elderly Type 2 Diabetes Mellitus apa perlu adjustment,MIXED,Endocrinology,long,2-3 entities,multiple slots,8,Dosing / Administration,0.92477244,0.89046913,Management / Treatment,0.011871427,Dosing / Administration,1,Dosing / Administration,Efficacy / Outcomes,0.45368794,0.02272445,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).,pilot; prototype_cluster_against_rule; low_prototype_margin; long_query,retain_frozen_taxonomy
Q250,efek samping Vitamin K antagonists pada Atrial Fibrillation,ID,Cardiology,medium,2-3 entities,none,0,Monitoring / Response / Risk Assessment,0.58801824,0.4597299,Pharmacotherapy,0.14162001,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.4656067,0.017686933,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'.",pilot; prototype_cluster_against_rule; phase2_model_disagreement; low_candidate_prototype_margin,retain_frozen_taxonomy
Q261,Penicillins role in HIV/AIDS pathophysiology,EN,Infectious Disease,short,2-3 entities,none,6,Mechanism / Background Knowledge,0.9630916,0.953808,Pharmacotherapy,0.118331194,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,pilot_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,pilot; rare_intent; short_query,retain_frozen_taxonomy
Q263,titration protocol Levothyroxine in Hypothyroidism,EN,Endocrinology,short,2-3 entities,none,5,Dosing / Administration,0.37508363,0.10218626,Procedures / Techniques,0.0025033057,Dosing / Administration,1,Dosing / Administration,Efficacy / Outcomes,0.51963717,0.0312908,Efficacy / Outcomes,Efficacy / Outcomes,Efficacy / Outcomes,2,prototype_cluster_against_rule,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: prototype_cluster_against_rule (rule=Dosing / Administration; prototype=Efficacy / Outcomes; cluster=Efficacy / Outcomes).,pilot; prototype_cluster_against_rule; low_prototype_margin; short_query,retain_frozen_taxonomy
Q284,Proton pump inhibitors adverse effects monitoring in Peptic Ulcer Disease,EN,Gastroenterology,long,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.890431,0.8371518,Pharmacotherapy,0.14702606,Safety / Contraindication; Monitoring / Response / Risk Assessment,2,Safety / Contraindication,Monitoring / Response / Risk Assessment,0.5217008,0.059375703,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; phase2_model_disagreement; multi_cue_boundary; long_query,retain_frozen_taxonomy
Q292,Amoxicillin vs Amoxicillin efficacy in HIV/AIDS,EN,Infectious Disease,short,2-3 entities,one slot,0,Comparative Treatment Choice,0.9547989,0.93330324,Pharmacotherapy,0.096405566,Comparative Treatment Choice; Efficacy / Outcomes,2,Comparative Treatment Choice,Comparative Treatment Choice,0.64594364,0.043855608,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Pharmacotherapy,Comparative Treatment Choice,medium,model_assisted_schema_review,True,pilot_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; multi_cue_boundary; rare_intent; short_query,retain_frozen_taxonomy
Q298,penggantian Apixaban ke Rivaroxaban pada Deep Vein Thrombosis,ID,Haematology,medium,4+ entities,none,0,Treatment Change / Escalation,0.99038905,0.98548526,Pharmacotherapy,0.008090973,Treatment Change / Escalation,1,Treatment Change / Escalation,Comparative Treatment Choice,0.52078336,0.015999794,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,pilot_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice).",pilot; prototype_cluster_against_rule; low_prototype_margin; low_candidate_prototype_margin,retain_frozen_taxonomy
Q308,MDR Tuberculosis dengan CKD pilihan drug terbaik,MIXED,Pulmonology,medium,2-3 entities,none,4,Management / Treatment Selection,0.9922599,0.98781425,Pharmacotherapy,0.10994035,Management / Treatment Selection,1,Management / Treatment Selection,Comparative Treatment Choice,0.4793575,0.010097295,Comparative Treatment Choice,Safety / Contraindication,,1,three_way_disagreement,Management / Treatment,Management / Treatment Selection,low,model_assisted_schema_review,True,pilot_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: three_way_disagreement (rule=Management / Treatment Selection; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication).,pilot; three_way_disagreement; low_candidate_prototype_margin,retain_frozen_taxonomy
Q312,Tuberculosis prophylaxis Isoniazid indication,EN,Pulmonology,short,2-3 entities,none,0,Prophylaxis / Maintenance,0.98185766,0.97619903,Diagnosis / Differential Diagnosis,0.069550365,Prophylaxis / Maintenance; Management / Treatment Selection,2,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,pilot_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; two_signal_including_rule; multi_cue_boundary; rare_intent; short_query,retain_frozen_taxonomy
Q313,indikasi Losartan pada Chronic Kidney Disease guideline terbaru,MIXED,Nephrology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9326238,0.8989352,Evidence / Guideline Lookup,0.0035655499,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_prototype_margin,retain_frozen_taxonomy
Q318,Venlafaxine vs Escitalopram efficacy in Major Depressive Disorder,EN,Psychiatry,medium,4+ entities,one slot,0,Comparative Treatment Choice,0.9547989,0.93330324,Pharmacotherapy,0.096405566,Comparative Treatment Choice; Efficacy / Outcomes,2,Comparative Treatment Choice,Comparative Treatment Choice,0.64594364,0.043855608,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,3,unanimous,Pharmacotherapy,Comparative Treatment Choice,medium,model_assisted_schema_review,True,pilot_reviewed,explicit comparison overrides single-treatment efficacy Three-signal status: unanimous (rule=Comparative Treatment Choice; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; multi_cue_boundary; rare_intent,retain_frozen_taxonomy
Q320,is Bedaquiline safe in Tuberculosis with hepatic impairment,EN,Pulmonology,medium,2-3 entities,one slot,3,Safety / Contraindication,0.8764966,0.83311677,Pharmacotherapy,0.086012155,Safety / Contraindication,1,Safety / Contraindication,Dosing / Administration,0.3437913,0.008082509,Dosing / Administration,Dosing / Administration,Dosing / Administration,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Dosing / Administration; cluster=Dosing / Administration).",pilot; prototype_cluster_against_rule; low_candidate_prototype_margin,retain_frozen_taxonomy
Q323,efek samping Inhaled corticosteroids pada Asthma,ID,Pulmonology,short,2-3 entities,one slot,0,Monitoring / Response / Risk Assessment,0.58801824,0.4597299,Pharmacotherapy,0.14162001,Safety / Contraindication,1,Safety / Contraindication,Comparative Treatment Choice,0.4656067,0.017686933,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: prototype_cluster_against_rule (rule=Safety / Contraindication; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'.",pilot; prototype_cluster_against_rule; phase2_model_disagreement; low_candidate_prototype_margin; short_query,retain_frozen_taxonomy
Q327,kombinasi Desmopressin dan Desmopressin pada Diabetes Insipidus aman atau tidak,MIXED,Endocrinology,long,2-3 entities,one slot,0,Interaction / Combination,0.9430835,0.9159338,Pharmacotherapy,0.05207646,Interaction / Combination; Safety / Contraindication,2,Interaction / Combination,Comparative Treatment Choice,0.5549678,0.039941847,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Pharmacotherapy,Interaction / Combination,low,model_assisted_schema_review,True,pilot_reviewed,co-administration or interaction overrides general safety Three-signal status: prototype_cluster_against_rule (rule=Interaction / Combination; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; prototype_cluster_against_rule; multi_cue_boundary; rare_intent; long_query,retain_frozen_taxonomy
Q350,Valproate resistance in Epilepsy alternative therapy,EN,Neurology,short,2-3 entities,one slot,0,Interaction / Combination,0.40348408,0.18624467,Pharmacotherapy,0.018035889,Treatment Change / Escalation,1,Treatment Change / Escalation,Comparative Treatment Choice,0.5853206,0.09347534,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,pilot_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Interaction / Combination' was not retained because the explicit request maps to 'Treatment Change / Escalation'.",pilot; prototype_cluster_against_rule; phase2_model_disagreement; short_query,retain_frozen_taxonomy
Q353,Nivolumab efficacy pada Non-Small Cell Lung Cancer clinical outcome data,MIXED,Oncology,long,2-3 entities,none,0,Efficacy / Outcomes,0.985386,0.97804695,Epidemiology / Prognosis,0.003800869,Efficacy / Outcomes,1,Efficacy / Outcomes,Efficacy / Outcomes,0.69424725,0.1489231,Prophylaxis / Maintenance,Comparative Treatment Choice,Efficacy / Outcomes,2,two_signal_including_rule,Pharmacotherapy; Epidemiology / Prognosis,Efficacy / Outcomes,medium,model_assisted_schema_review,True,pilot_reviewed,single-treatment efficacy or outcome evidence is the requested output Three-signal status: two_signal_including_rule (rule=Efficacy / Outcomes; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice).,pilot; two_signal_including_rule; low_prototype_margin; rare_intent; long_query,retain_frozen_taxonomy
Q362,tatalaksana ADHD panduan terbaru terbaru,ID,Psychiatry,short,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9116215,0.87368613,Diagnosis / Differential Diagnosis,0.036275446,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Efficacy / Outcomes,0.51867145,0.030341446,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Efficacy / Outcomes; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; short_query,retain_frozen_taxonomy
Q372,indikasi Semaglutide pada Type 2 Diabetes Mellitus guideline terbaru,MIXED,Endocrinology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9326238,0.8989352,Evidence / Guideline Lookup,0.0035655499,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_prototype_margin,retain_frozen_taxonomy
Q375,Tuberculosis pada anak dosis Bedaquiline,ID,Pulmonology,short,2-3 entities,multiple slots,10,Dosing / Administration,0.9359979,0.9093259,Epidemiology / Prognosis,0.017439306,Dosing / Administration,1,Dosing / Administration,Dosing / Administration,0.41690025,0.0358662,Dosing / Administration,Dosing / Administration,Dosing / Administration,3,unanimous,Pharmacotherapy,Dosing / Administration,high,model_assisted_schema_review,False,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: unanimous (rule=Dosing / Administration; prototype=Dosing / Administration; cluster=Dosing / Administration).,pilot; low_prototype_margin; short_query,retain_frozen_taxonomy
Q376,Antimalarials role in Typhoid Fever pathophysiology,EN,Infectious Disease,short,2-3 entities,none,6,Mechanism / Background Knowledge,0.9630916,0.953808,Pharmacotherapy,0.118331194,Mechanism / Background Knowledge,1,Mechanism / Background Knowledge,Mechanism / Background Knowledge,0.5368707,0.12084818,Management / Treatment Selection,Mechanism / Background Knowledge,Mechanism / Background Knowledge,3,unanimous,New dataset-specific class,Mechanism / Background Knowledge,high,model_assisted_schema_review,False,pilot_reviewed,mechanism or pathophysiology is explanatory rather than management-oriented Three-signal status: unanimous (rule=Mechanism / Background Knowledge; prototype=Mechanism / Background Knowledge; cluster=Mechanism / Background Knowledge).,pilot; rare_intent; short_query,retain_frozen_taxonomy
Q389,algoritma terapi Pulmonary Embolism step up,ID,Pulmonology,short,2-3 entities,none,11,Management / Treatment Selection,0.984469,0.97610027,Management / Treatment,0.0891943,Management / Treatment Selection,1,Management / Treatment Selection,Management / Treatment Selection,0.4450853,0.045702726,Management / Treatment Selection,Management / Treatment Selection,Management / Treatment Selection,3,unanimous,Management / Treatment,Management / Treatment Selection,high,model_assisted_schema_review,False,pilot_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: unanimous (rule=Management / Treatment Selection; prototype=Management / Treatment Selection; cluster=Management / Treatment Selection).,pilot; short_query,retain_frozen_taxonomy
Q394,Topical calcineurin inhibitors adverse effects monitoring in Psoriasis,EN,Dermatology,medium,2-3 entities,one slot,6,Monitoring / Response / Risk Assessment,0.890431,0.8371518,Pharmacotherapy,0.14702606,Safety / Contraindication; Monitoring / Response / Risk Assessment,2,Safety / Contraindication,Monitoring / Response / Risk Assessment,0.5217008,0.059375703,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; phase2_model_disagreement; multi_cue_boundary,retain_frozen_taxonomy
Q396,Norepinephrine dosing in Sepsis with diabetes,EN,Critical Care,short,2-3 entities,one slot,2,Dosing / Administration,0.41855136,0.028951436,Pharmacotherapy,0.12840608,Dosing / Administration,1,Dosing / Administration,Comparative Treatment Choice,0.42897224,0.007306367,Comparative Treatment Choice,Safety / Contraindication,,1,three_way_disagreement,Pharmacotherapy,Dosing / Administration,low,model_assisted_schema_review,True,pilot_reviewed,requested regimen or adjustment determines the primary information need Three-signal status: three_way_disagreement (rule=Dosing / Administration; prototype=Comparative Treatment Choice; cluster=Safety / Contraindication).,pilot; three_way_disagreement; low_candidate_prototype_margin; short_query,retain_frozen_taxonomy
Q445,indikasi Losartan pada Heart Failure guideline terbaru,MIXED,Cardiology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9326238,0.8989352,Evidence / Guideline Lookup,0.0035655499,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_prototype_margin,retain_frozen_taxonomy
Q451,Colorectal Cancer prophylaxis Pembrolizumab indication,EN,Oncology,short,2-3 entities,none,0,Prophylaxis / Maintenance,0.98185766,0.97619903,Diagnosis / Differential Diagnosis,0.069550365,Prophylaxis / Maintenance; Management / Treatment Selection,2,Prophylaxis / Maintenance,Prophylaxis / Maintenance,0.5617696,0.2258121,Prophylaxis / Maintenance,Comparative Treatment Choice,Prophylaxis / Maintenance,2,two_signal_including_rule,Management / Treatment,Prophylaxis / Maintenance,medium,model_assisted_schema_review,True,pilot_reviewed,prevention or maintenance framing overrides generic indication Three-signal status: two_signal_including_rule (rule=Prophylaxis / Maintenance; prototype=Prophylaxis / Maintenance; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.,pilot; two_signal_including_rule; multi_cue_boundary; rare_intent; short_query,retain_frozen_taxonomy
Q456,kapan start Zinc di Stunting / Malnutrition evidence terbaru 2023,MIXED,Pediatrics,long,2-3 entities,multiple slots,0,Guideline / Evidence Lookup,0.9412879,0.91276723,Evidence / Guideline Lookup,0.04704377,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.45754528,0.016293257,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_candidate_prototype_margin; long_query,retain_frozen_taxonomy
Q463,Tuberculosis with renal impairment first line drug,EN,Pulmonology,medium,2-3 entities,one slot,1,Management / Treatment Selection,0.9874352,0.978567,Pharmacotherapy,0.050129145,Management / Treatment Selection,1,Management / Treatment Selection,Comparative Treatment Choice,0.36399767,0.015126318,Dosing / Administration,Dosing / Administration,,1,three_way_disagreement,Management / Treatment,Management / Treatment Selection,low,model_assisted_schema_review,True,pilot_reviewed,initial treatment choice overrides demographic safety context unless safety is asked Three-signal status: three_way_disagreement (rule=Management / Treatment Selection; prototype=Comparative Treatment Choice; cluster=Dosing / Administration).,pilot; three_way_disagreement; low_candidate_prototype_margin,retain_frozen_taxonomy
Q469,indikasi Bedaquiline pada MDR Tuberculosis guideline terbaru,MIXED,Pulmonology,medium,2-3 entities,one slot,0,Guideline / Evidence Lookup,0.9326238,0.8989352,Evidence / Guideline Lookup,0.0035655499,Guideline / Evidence Lookup; Management / Treatment Selection,2,Guideline / Evidence Lookup,Management / Treatment Selection,0.51540405,0.036907732,Prophylaxis / Maintenance,Comparative Treatment Choice,,1,three_way_disagreement,Evidence / Guideline Lookup,Guideline / Evidence Lookup,low,model_assisted_schema_review,True,pilot_reviewed,"explicit evidence, guideline, recency, or year constraint overrides treatment choice Three-signal status: three_way_disagreement (rule=Guideline / Evidence Lookup; prototype=Management / Treatment Selection; cluster=Comparative Treatment Choice). Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; multi_cue_boundary; low_prototype_margin,retain_frozen_taxonomy
Q485,Lansoprazole resistance in Peptic Ulcer Disease alternative therapy,EN,Gastroenterology,medium,2-3 entities,one slot,0,Interaction / Combination,0.40348408,0.18624467,Pharmacotherapy,0.018035889,Treatment Change / Escalation,1,Treatment Change / Escalation,Comparative Treatment Choice,0.5853206,0.09347534,Prophylaxis / Maintenance,Comparative Treatment Choice,Comparative Treatment Choice,2,prototype_cluster_against_rule,Management / Treatment,Treatment Change / Escalation,low,model_assisted_schema_review,True,pilot_reviewed,"failure, resistance, progression, switch, or add-on framing overrides initial selection Three-signal status: prototype_cluster_against_rule (rule=Treatment Change / Escalation; prototype=Comparative Treatment Choice; cluster=Comparative Treatment Choice). Phase 2 suggestion 'Interaction / Combination' was not retained because the explicit request maps to 'Treatment Change / Escalation'.",pilot; prototype_cluster_against_rule; phase2_model_disagreement,retain_frozen_taxonomy
Q495,TNF inhibitors adverse effects monitoring in Systemic Lupus Erythematosus,EN,Rheumatology,medium,2-3 entities,none,6,Monitoring / Response / Risk Assessment,0.890431,0.8371518,Pharmacotherapy,0.14702606,Safety / Contraindication; Monitoring / Response / Risk Assessment,2,Safety / Contraindication,Monitoring / Response / Risk Assessment,0.5217008,0.059375703,Management / Treatment Selection,Mechanism / Background Knowledge,,1,three_way_disagreement,Pharmacotherapy,Safety / Contraindication,low,model_assisted_schema_review,True,pilot_reviewed,"harm, suitability, contraindication, or pregnancy-safety wording overrides dose when safety is explicit Three-signal status: three_way_disagreement (rule=Safety / Contraindication; prototype=Monitoring / Response / Risk Assessment; cluster=Mechanism / Background Knowledge). Phase 2 suggestion 'Monitoring / Response / Risk Assessment' was not retained because the explicit request maps to 'Safety / Contraindication'. Multiple cues were resolved with the frozen primary-information-need hierarchy.",pilot; three_way_disagreement; phase2_model_disagreement; multi_cue_boundary,retain_frozen_taxonomy
