query_id,content_id,query_text,query_language,query_intent,content_title,content_type,content_language,first_observed_at,last_observed_at,exposure_count,observed_sessions,relevance_grade,mean_exposure_grade,conservative_relevance_grade,event_hierarchy_relevance_grade,positive_exposures,meaningful_exposures,strong_exposures,unengaged_exposures,distinct_observed_grades,conflicting_observations,observed_judgment,judgment_scope,aggregation_rule,grade_zero_semantics,relevance_grade_description
Q001,C234,is Diazepam safe in Febrile Seizure with immunocompromised,EN,Safety / Contraindication,New Insights into Deep Vein Thrombosis Pathophysiology and Treatment,article,EN,2025-01-18 10:49:24,2025-01-18 10:49:24,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q001,C302,is Diazepam safe in Febrile Seizure with immunocompromised,EN,Safety / Contraindication,Kasus Sulit: Disseminated Intravascular Coagulation Refrakter terhadap Secukinumab,case_report,ID,2025-01-18 10:49:40,2025-01-18 10:49:40,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C236,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Dose Adjustment of Rivaroxaban in Renal and Hepatic Impairment,clinical_summary,EN,2025-01-17 20:38:51,2025-01-17 20:38:51,1,1,3,3.0,2,2,1,1,1,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,strong positive engagement
Q003,C318,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Switching Therapy in Sepsis: A Step-by-Step Guide,clinical_summary,EN,2025-01-16 20:46:52,2025-01-16 20:46:52,1,1,2,2.0,2,2,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q003,C010,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Dosis DPP-4 inhibitors pada Type 2 Diabetes Mellitus: Referensi Cepat,clinical_summary,ID,2025-01-16 20:46:56,2025-01-16 20:46:56,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C052,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Clinical Summary: Chronic Kidney Disease Management Update 2024,clinical_summary,EN,2025-01-17 20:38:42,2025-01-17 20:38:42,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C059,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Safety Profile of Empagliflozin in Chronic Kidney Disease,article,EN,2025-01-17 20:38:51,2025-01-17 20:38:51,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C068,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Chronic Kidney Disease pada Populasi Khusus: Pendekatan Praktis,clinical_summary,ID,2025-01-16 20:46:59,2025-01-16 20:46:59,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C176,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,"Lithium: Pharmacology, Dosing, and Clinical Use in Bipolar Disorder",drug_profile,EN,2025-01-17 20:38:48,2025-01-17 20:38:48,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C209,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Long-term Outcomes of Proteasome inhibitors Therapy in Rheumatoid Arthritis,article,EN,2025-01-17 20:38:39,2025-01-17 20:38:39,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C219,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Konsensus Nasional: Osteoporosis di Indonesia 2022,guideline,ID,2025-01-16 20:47:02,2025-01-16 20:47:02,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C259,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Panduan Klinis: Tatalaksana Preeclampsia 2020,guideline,ID,2025-01-16 20:46:54,2025-01-16 20:46:54,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C283,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Drug Interactions: Zinc in Stunting / Malnutrition Patients,clinical_summary,EN,2025-01-17 20:38:54,2025-01-17 20:38:54,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C320,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Safety Profile of Dupilumab in Disseminated Intravascular Coagulation,article,EN,2025-01-16 20:46:58,2025-01-16 20:46:58,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C344,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Safety Profile of Dupilumab in Psoriasis,article,EN,2025-01-16 20:46:59,2025-01-16 20:46:59,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C095,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Quick Reference: NRTIs combination Dosing in Urinary Tract Infection,clinical_summary,EN,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C120,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Safety Profile of Bedaquiline in MDR Tuberculosis,article,EN,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C126,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Budesonide Drug Profile: Efficacy in Asthma,drug_profile,MIXED,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C140,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,"Proton pump inhibitors: Mechanism, Indications, and Safety",drug_profile,EN,2025-01-01 10:03:26,2025-01-01 10:03:26,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C142,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Asia-Pacific Guideline: Inflammatory Bowel Disease in Primary Care 2023,guideline,MIXED,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C198,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Dosis BCR-ABL inhibitors pada Chronic Myeloid Leukaemia: Referensi Cepat,clinical_summary,ID,2025-01-01 10:03:25,2025-01-01 10:03:25,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C224,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Risk Stratification in Rheumatoid Arthritis: Current Approaches,article,EN,2025-01-01 10:03:35,2025-01-01 10:03:35,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C227,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Consensus Statement: NSAIDs Use in Psoriatic Arthritis,guideline,EN,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C244,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,"Iron preparations: Mechanism, Indications, and Safety",drug_profile,MIXED,2025-01-01 10:03:22,2025-01-01 10:03:22,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C341,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Consensus Statement: Topical calcineurin inhibitors Use in Psoriasis,guideline,EN,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C084,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Dose Adjustment of Valproate in Renal and Hepatic Impairment,clinical_summary,MIXED,2025-01-03 01:00:11,2025-01-03 01:00:11,1,1,3,3.0,3,2,1,1,1,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,strong positive engagement
Q005,C257,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Switching Therapy in Hypertension in Pregnancy: A Step-by-Step Guide,clinical_summary,EN,2025-01-04 11:09:41,2025-01-04 11:09:41,1,1,3,3.0,3,2,1,1,1,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,strong positive engagement
Q005,C009,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Case Report: Atypical Presentation of Obesity,case_report,EN,2025-01-03 01:00:02,2025-01-03 01:00:02,1,1,2,2.0,1,1,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q005,C180,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Risk Stratification in Major Depressive Disorder: Current Approaches,article,EN,2025-01-03 01:00:08,2025-01-03 01:00:08,1,1,2,2.0,2,2,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q005,C259,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Panduan Klinis: Tatalaksana Preeclampsia 2020,guideline,ID,2025-01-03 01:00:17,2025-01-03 01:00:17,1,1,2,2.0,1,1,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q005,C242,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Challenging Case: Deep Vein Thrombosis with Concurrent elderly patients,case_report,MIXED,2025-01-08 01:22:02,2025-01-08 01:22:02,1,1,1,1.0,1,1,1,0,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,weak engagement
Q005,C283,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Drug Interactions: Zinc in Stunting / Malnutrition Patients,clinical_summary,EN,2025-01-16 07:34:20,2025-01-16 07:34:20,1,1,1,1.0,1,1,1,0,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,weak engagement
Q005,C005,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Liraglutide in Type 2 Diabetes Mellitus: Real-World Outcomes,article,EN,2025-01-04 11:09:25,2025-01-04 11:09:25,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C079,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Topiramate Real-World Evidence in Migraine: A Retrospective Study,article,EN,2025-01-16 07:34:42,2025-01-16 07:34:42,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C080,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Treatment Intensification in Epilepsy: When and How,article,EN,2025-01-16 07:34:38,2025-01-16 07:34:38,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C082,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Rare Adverse Event of Aspirin in Ischaemic Stroke,case_report,EN,2025-01-16 07:34:30,2025-01-16 07:34:30,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C106,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Successful Management of Severe Typhoid Fever with Artemether-lumefantrine,case_report,EN,2025-01-03 01:00:13,2025-01-03 01:00:13,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C130,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Profil Keamanan Bedaquiline pada MDR Tuberculosis,article,ID,2025-01-08 01:22:05,2025-01-08 01:22:05,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C159,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Long-term Outcomes of Nitroimidazoles Therapy in Inflammatory Bowel Disease,article,EN,2025-01-08 01:22:05,2025-01-08 01:22:05,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C163,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,"Risperidone: Pharmacology, Dosing, and Clinical Use in Schizophrenia",drug_profile,EN,2025-01-08 01:21:59,2025-01-08 01:21:59,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C167,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Sertraline in ADHD: Real-World Outcomes,article,EN,2025-01-08 01:22:01,2025-01-08 01:22:01,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C176,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,"Lithium: Pharmacology, Dosing, and Clinical Use in Bipolar Disorder",drug_profile,EN,2025-01-04 11:09:38,2025-01-04 11:09:38,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C191,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Efficacy of BTK inhibitors in Chronic Lymphocytic Leukaemia: A Cohort Study,article,EN,2025-01-04 11:09:43,2025-01-04 11:09:43,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C192,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,National Guideline: Chronic Myeloid Leukaemia Diagnosis and Treatment,guideline,EN,2025-01-08 01:22:04,2025-01-08 01:22:04,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C193,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Meta-analysis: Ibrutinib versus Standard of Care in Chronic Lymphocytic Leukaemia,review,EN,2025-01-16 07:34:44,2025-01-16 07:34:44,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C195,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Biomarkers in Chronic Lymphocytic Leukaemia: Implications for BTK inhibitors Therapy,article,EN,2025-01-04 11:09:37,2025-01-04 11:09:37,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C223,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Kasus Sulit: Osteoporosis Refrakter terhadap Alendronate,case_report,ID,2025-01-04 11:09:34,2025-01-04 11:09:34,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C225,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Treatment Intensification in Gout: When and How,article,MIXED,2025-01-16 07:34:32,2025-01-16 07:34:32,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C229,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Monitoring Parameters for Bisphosphonates in Osteoporosis,clinical_summary,EN,2025-01-08 01:22:07,2025-01-08 01:22:07,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C234,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,New Insights into Deep Vein Thrombosis Pathophysiology and Treatment,article,EN,2025-01-03 01:00:05,2025-01-03 01:00:05,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C264,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Preeclampsia in Special Populations: Practical Guidance,clinical_summary,EN,2025-01-04 11:09:36,2025-01-04 11:09:36,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C267,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Hypertension in Pregnancy in Pregnancy: Safety and Management Guide,clinical_summary,EN,2025-01-08 01:22:03,2025-01-08 01:22:03,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C268,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Methyldopa Drug Profile: Efficacy in Hypertension in Pregnancy,drug_profile,EN,2025-01-04 11:09:35,2025-01-04 11:09:35,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C281,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Stunting / Malnutrition in anaemia: Special Considerations,article,EN,2025-01-16 07:34:32,2025-01-16 07:34:32,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C282,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,New Insights into Febrile Seizure Pathophysiology and Treatment,article,MIXED,2025-01-08 01:21:53,2025-01-08 01:21:53,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C287,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Challenging Case: Stunting / Malnutrition with Concurrent COPD,case_report,EN,2025-01-16 07:34:29,2025-01-16 07:34:29,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C316,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Efficacy of IL-17 inhibitors in Disseminated Intravascular Coagulation: A Cohort Study,article,EN,2025-01-16 07:34:38,2025-01-16 07:34:38,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q005,C334,Penicillins in pregnancy and HIV/AIDS,EN,Safety / Contraindication,Panduan Praktis: Memulai Tacrolimus topical pada Psoriasis,clinical_summary,ID,2025-01-03 01:00:15,2025-01-03 01:00:15,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q006,C250,kombinasi Metoprolol dan Metoprolol pada Heart Failure aman atau tidak,MIXED,Interaction / Combination,Rivaroxaban pada Pasien Deep Vein Thrombosis: Studi Kohort,article,ID,2025-01-05 03:53:52,2025-01-05 03:53:52,1,1,3,3.0,3,2,1,1,1,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,strong positive engagement
Q006,C143,kombinasi Metoprolol dan Metoprolol pada Heart Failure aman atau tidak,MIXED,Interaction / Combination,Consensus Statement: Proton pump inhibitors Use in Peptic Ulcer Disease,guideline,EN,2025-01-05 03:53:55,2025-01-05 03:53:55,1,1,1,1.0,1,1,1,0,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,weak engagement
Q006,C050,kombinasi Metoprolol dan Metoprolol pada Heart Failure aman atau tidak,MIXED,Interaction / Combination,Chronic Kidney Disease pada Populasi Khusus: Pendekatan Praktis,clinical_summary,ID,2025-01-05 03:53:46,2025-01-05 03:53:46,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q006,C063,kombinasi Metoprolol dan Metoprolol pada Heart Failure aman atau tidak,MIXED,Interaction / Combination,Systematic Review: Loop diuretics in Nephrotic Syndrome,review,MIXED,2025-01-05 03:53:52,2025-01-05 03:53:52,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q006,C091,kombinasi Metoprolol dan Metoprolol pada Heart Failure aman atau tidak,MIXED,Interaction / Combination,Valproate: Farmakologi dan Penggunaan Klinis pada Parkinson Disease,drug_profile,ID,2025-01-05 03:53:47,2025-01-05 03:53:47,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q006,C100,kombinasi Metoprolol dan Metoprolol pada Heart Failure aman atau tidak,MIXED,Interaction / Combination,Case Report: Atypical Presentation of HIV/AIDS,case_report,EN,2025-01-05 03:53:50,2025-01-05 03:53:50,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q006,C202,kombinasi Metoprolol dan Metoprolol pada Heart Failure aman atau tidak,MIXED,Interaction / Combination,Drug Interactions: Nivolumab in Non-Small Cell Lung Cancer Patients,clinical_summary,EN,2025-01-05 03:53:43,2025-01-05 03:53:43,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q006,C207,kombinasi Metoprolol dan Metoprolol pada Heart Failure aman atau tidak,MIXED,Interaction / Combination,Biomarkers in Colorectal Cancer: Implications for PD-1 inhibitors Therapy,article,EN,2025-01-05 03:53:37,2025-01-05 03:53:37,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
