query_id,content_id,query_text,query_language,query_intent,content_title,content_type,content_language,first_observed_at,last_observed_at,exposure_count,observed_sessions,relevance_grade,mean_exposure_grade,conservative_relevance_grade,event_hierarchy_relevance_grade,positive_exposures,meaningful_exposures,strong_exposures,unengaged_exposures,distinct_observed_grades,conflicting_observations,observed_judgment,judgment_scope,aggregation_rule,grade_zero_semantics,relevance_grade_description
Q001,C234,is Diazepam safe in Febrile Seizure with immunocompromised,EN,Safety / Contraindication,New Insights into Deep Vein Thrombosis Pathophysiology and Treatment,article,EN,2025-01-18 10:49:24,2025-01-18 10:49:24,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q001,C302,is Diazepam safe in Febrile Seizure with immunocompromised,EN,Safety / Contraindication,Kasus Sulit: Disseminated Intravascular Coagulation Refrakter terhadap Secukinumab,case_report,ID,2025-01-18 10:49:40,2025-01-18 10:49:40,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C030,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Treatment Intensification in Atrial Fibrillation: When and How,article,EN,2025-01-24 13:27:20,2025-01-24 13:27:20,1,1,3,3.0,3,3,1,1,1,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,strong positive engagement
Q003,C236,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Dose Adjustment of Rivaroxaban in Renal and Hepatic Impairment,clinical_summary,EN,2025-01-17 20:38:51,2025-01-17 20:38:51,1,1,3,3.0,2,2,1,1,1,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,strong positive engagement
Q003,C318,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Switching Therapy in Sepsis: A Step-by-Step Guide,clinical_summary,EN,2025-01-16 20:46:52,2025-01-16 20:46:52,1,1,2,2.0,2,2,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q003,C010,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Dosis DPP-4 inhibitors pada Type 2 Diabetes Mellitus: Referensi Cepat,clinical_summary,ID,2025-01-16 20:46:56,2025-01-24 13:27:08,2,2,1,0.5,1,1,1,0,0,1,2,True,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,weak engagement
Q003,C073,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Quick Reference: Antiepileptics other Dosing in Migraine,clinical_summary,MIXED,2025-01-24 13:27:10,2025-01-24 13:27:10,1,1,1,1.0,1,1,1,0,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,weak engagement
Q003,C169,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Dose Adjustment of Olanzapine in Renal and Hepatic Impairment,clinical_summary,EN,2025-01-24 13:27:11,2025-01-24 13:27:11,1,1,1,1.0,1,1,1,0,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,weak engagement
Q003,C188,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Risk Stratification in Chronic Lymphocytic Leukaemia: Current Approaches,article,EN,2025-01-24 13:27:16,2025-01-24 13:27:16,1,1,1,1.0,1,1,1,0,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,weak engagement
Q003,C052,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Clinical Summary: Chronic Kidney Disease Management Update 2024,clinical_summary,EN,2025-01-17 20:38:42,2025-01-17 20:38:42,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C059,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Safety Profile of Empagliflozin in Chronic Kidney Disease,article,EN,2025-01-17 20:38:51,2025-01-17 20:38:51,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C068,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Chronic Kidney Disease pada Populasi Khusus: Pendekatan Praktis,clinical_summary,ID,2025-01-16 20:46:59,2025-01-16 20:46:59,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C176,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,"Lithium: Pharmacology, Dosing, and Clinical Use in Bipolar Disorder",drug_profile,EN,2025-01-17 20:38:48,2025-01-17 20:38:48,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C209,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Long-term Outcomes of Proteasome inhibitors Therapy in Rheumatoid Arthritis,article,EN,2025-01-17 20:38:39,2025-01-17 20:38:39,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C219,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Konsensus Nasional: Osteoporosis di Indonesia 2022,guideline,ID,2025-01-16 20:47:02,2025-01-16 20:47:02,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C259,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Panduan Klinis: Tatalaksana Preeclampsia 2020,guideline,ID,2025-01-16 20:46:54,2025-01-16 20:46:54,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C269,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Preeclampsia in Pregnancy: Safety and Management Guide,clinical_summary,EN,2025-01-24 13:27:18,2025-01-24 13:27:18,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C283,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Drug Interactions: Zinc in Stunting / Malnutrition Patients,clinical_summary,EN,2025-01-17 20:38:54,2025-01-17 20:38:54,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C320,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Safety Profile of Dupilumab in Disseminated Intravascular Coagulation,article,EN,2025-01-16 20:46:58,2025-01-16 20:46:58,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q003,C344,interaksi obat Nivolumab dan Nivolumab pada Colorectal Cancer,ID,Interaction / Combination,Safety Profile of Dupilumab in Psoriasis,article,EN,2025-01-16 20:46:59,2025-01-16 20:46:59,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C095,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Quick Reference: NRTIs combination Dosing in Urinary Tract Infection,clinical_summary,EN,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C120,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Safety Profile of Bedaquiline in MDR Tuberculosis,article,EN,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C126,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Budesonide Drug Profile: Efficacy in Asthma,drug_profile,MIXED,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C140,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,"Proton pump inhibitors: Mechanism, Indications, and Safety",drug_profile,EN,2025-01-01 10:03:26,2025-01-01 10:03:26,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C142,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Asia-Pacific Guideline: Inflammatory Bowel Disease in Primary Care 2023,guideline,MIXED,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C198,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Dosis BCR-ABL inhibitors pada Chronic Myeloid Leukaemia: Referensi Cepat,clinical_summary,ID,2025-01-01 10:03:25,2025-01-01 10:03:25,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C224,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Risk Stratification in Rheumatoid Arthritis: Current Approaches,article,EN,2025-01-01 10:03:35,2025-01-01 10:03:35,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C227,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Consensus Statement: NSAIDs Use in Psoriatic Arthritis,guideline,EN,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C244,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,"Iron preparations: Mechanism, Indications, and Safety",drug_profile,MIXED,2025-01-01 10:03:22,2025-01-01 10:03:22,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q004,C341,Apixaban efficacy pada Deep Vein Thrombosis clinical outcome data,MIXED,Efficacy / Outcomes,Consensus Statement: Topical calcineurin inhibitors Use in Psoriasis,guideline,EN,2025-01-01 10:03:21,2025-01-01 10:03:21,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q008,C045,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,Metoprolol pada Pasien Heart Failure: Studi Kohort,article,ID,2025-01-30 03:31:20,2025-01-30 03:31:20,1,1,3,3.0,3,2,1,1,1,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,strong positive engagement
Q008,C079,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,Topiramate Real-World Evidence in Migraine: A Retrospective Study,article,EN,2025-01-30 03:31:28,2025-01-30 03:31:28,1,1,3,3.0,3,2,1,1,1,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,strong positive engagement
Q008,C299,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,Diazepam in Febrile Seizure: Real-World Outcomes,article,EN,2025-01-30 03:31:26,2025-01-30 03:31:26,1,1,3,3.0,2,2,1,1,1,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,strong positive engagement
Q008,C037,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,Atrial Fibrillation in Special Populations: Practical Guidance,clinical_summary,EN,2025-01-30 03:31:22,2025-01-30 03:31:22,1,1,2,2.0,1,1,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q008,C241,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,Consensus Statement: Vitamin K antagonists Use in Deep Vein Thrombosis,guideline,EN,2025-01-30 03:31:22,2025-01-30 03:31:22,1,1,2,2.0,2,2,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q008,C249,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,Ringkasan Klinis: Tatalaksana Deep Vein Thrombosis Terkini 2022,clinical_summary,ID,2025-01-30 03:31:19,2025-01-30 03:31:19,1,1,2,2.0,2,2,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q008,C277,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,"Diazepam: Pharmacology, Dosing, and Clinical Use in Febrile Seizure",drug_profile,EN,2025-01-30 03:31:13,2025-01-30 03:31:13,1,1,2,2.0,2,2,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q008,C280,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,Biomarkers in Stunting / Malnutrition: Implications for Vitamin A Therapy,article,EN,2025-01-30 03:30:58,2025-01-30 03:30:58,1,1,2,2.0,1,1,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q008,C076,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,Levetiracetam Drug Profile: Efficacy in Epilepsy,drug_profile,MIXED,2025-01-30 03:31:07,2025-01-30 03:31:07,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q008,C276,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,Efektivitas Magnesium pada Preeclampsia,article,ID,2025-01-30 03:31:20,2025-01-30 03:31:20,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q008,C303,Short-acting beta2-agonists adverse effects monitoring in Asthma,EN,Safety / Contraindication,Sepsis in Special Populations: Practical Guidance,clinical_summary,EN,2025-01-30 03:31:10,2025-01-30 03:31:10,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C160,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Konsensus Nasional: Inflammatory Bowel Disease di Indonesia 2022,guideline,ID,2025-01-19 19:04:47,2025-01-19 19:04:47,1,1,3,3.0,2,2,1,1,1,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,strong positive engagement
Q009,C033,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,"Statins: Mechanism, Indications, and Safety",drug_profile,MIXED,2025-01-27 02:05:10,2025-01-27 02:05:10,1,1,2,2.0,1,1,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q009,C226,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Safety Profile of Ibuprofen in Psoriatic Arthritis,article,EN,2025-01-27 02:05:12,2025-01-27 02:05:12,1,1,2,2.0,1,1,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q009,C236,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Dose Adjustment of Rivaroxaban in Renal and Hepatic Impairment,clinical_summary,EN,2025-01-27 02:05:08,2025-01-27 02:05:08,1,1,2,2.0,1,1,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q009,C322,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Disseminated Intravascular Coagulation and elderly patients: Management Challenges,article,EN,2025-01-27 02:04:58,2025-01-27 02:04:58,1,1,2,2.0,1,1,1,1,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,meaningful engagement
Q009,C004,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Successful Management of Severe Hypothyroidism with Levothyroxine,case_report,EN,2025-01-25 19:30:24,2025-01-25 19:30:24,1,1,1,1.0,1,1,1,0,0,0,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,weak engagement
Q009,C018,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Laporan Kasus: Type 2 Diabetes Mellitus dengan Presentasi Atipikal,case_report,ID,2025-01-25 19:30:14,2025-01-25 19:30:14,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C026,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Profil Keamanan Rivaroxaban pada Atrial Fibrillation,article,ID,2025-01-19 19:04:43,2025-01-19 19:04:43,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C030,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Treatment Intensification in Atrial Fibrillation: When and How,article,EN,2025-01-25 19:30:17,2025-01-25 19:30:17,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C051,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Clinical Practice Guideline: Nephrotic Syndrome Management 2022,guideline,EN,2025-01-27 02:05:13,2025-01-27 02:05:13,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C059,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Safety Profile of Empagliflozin in Chronic Kidney Disease,article,EN,2025-01-25 19:30:11,2025-01-25 19:30:11,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C087,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Switching Therapy in Ischaemic Stroke: A Step-by-Step Guide,clinical_summary,EN,2025-01-25 19:30:29,2025-01-25 19:30:29,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C105,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Narrative Review: Current Evidence for Integrase inhibitors in Malaria,review,EN,2025-01-25 19:30:20,2025-01-25 19:30:20,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C106,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Successful Management of Severe Typhoid Fever with Artemether-lumefantrine,case_report,EN,2025-01-25 19:30:29,2025-01-25 19:30:29,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C129,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Dosis Corticosteroids pada Asthma: Referensi Cepat,clinical_summary,ID,2025-01-27 02:05:16,2025-01-27 02:05:16,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C158,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Practical Guide: Initiating Metronidazole in Inflammatory Bowel Disease,clinical_summary,EN,2025-01-25 19:30:31,2025-01-25 19:30:31,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C159,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Long-term Outcomes of Nitroimidazoles Therapy in Inflammatory Bowel Disease,article,EN,2025-01-19 19:04:49,2025-01-19 19:04:49,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C166,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Dosis SSRIs pada ADHD: Referensi Cepat,clinical_summary,ID,2025-01-27 02:05:20,2025-01-27 02:05:20,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C169,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Dose Adjustment of Olanzapine in Renal and Hepatic Impairment,clinical_summary,EN,2025-01-19 19:04:51,2025-01-19 19:04:51,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C201,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Kasus Sulit: Colorectal Cancer Refrakter terhadap Pembrolizumab,case_report,ID,2025-01-27 02:05:22,2025-01-27 02:05:22,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C219,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Konsensus Nasional: Osteoporosis di Indonesia 2022,guideline,ID,2025-01-19 19:04:47,2025-01-19 19:04:47,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C228,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Methotrexate Drug Profile: Efficacy in Systemic Lupus Erythematosus,drug_profile,EN,2025-01-19 19:04:41,2025-01-19 19:04:41,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
Q009,C229,Tenofovir+Lamivudine drug interaction with Tenofovir+Lamivudine in Urinary Tract Infection,EN,Interaction / Combination,Monitoring Parameters for Bisphosphonates in Osteoporosis,clinical_summary,EN,2025-01-27 02:05:10,2025-01-27 02:05:10,1,1,0,0.0,0,0,0,0,0,1,1,False,True,exposed_only,maximum_observed_grade,exposed_without_observed_engagement,exposed without observed engagement
